messages,label,sentiment_label
"کشف جسد بلاگر معروف در یکی از خیابان‌های تهران/ مرگ مرموز دختر جوان پس از لایو اینستاگرام!
صبح دیروز به قاضی وحید ناصری بازپرس جنایی تهران خبر رسید که دختری ۲۴ساله به طرز مشکوکی جانش را از دست داده است. این دختر در اینستاگرام فعال بود و فالوئرهای زیادی داشت اما حالا جسدش در یکی از خیابان‌های تهران کشف شده بود.
پزشکان علت اولیه مرگ وی را مسمومیت اعلام کردند و از سوی دیگر مأموران با انجام تحقیقات متوجه شدند که دختر جوان ساعتی قبل از مرگش لایوی از خودش منتشر و در آن عنوان کرده که قصد دارد با سم به زندگی خودش پایان بدهد.
در این شرایط تحقیقات در این پرونده برای به‌ دست آوردن اطلاعات بیشتر ادامه دارد.",2023,Neutral
خیلی فرقه بین کسی که سعی میکنه هرجور شده تورو خوشحال کنه ، با کسی که سعی داره از تو استفاده کنه تا خودشو خوشحال کنه . جفتشون ادعای دوس داشتن دارن ولی این کجا و آن کجا,2023,Neutral
"پدرم شیش هفت ماه مشکل قلبش رو مشکل معده تشخیص میدن و براش داروی معده تجویز کرده بودن
زمانی که کارایی قلبش اومد روی سی درصد تازه متوجه شدن مشکل اصلی چیه...اونم یه پزشک دیگه متوجه‌ش شد
اون که انسان بود...وای به حال این پیروز
حالا بازم ازین پزشکا، دندونپزشکا و دامپزشکای سهمیه ای تو کشور تولید کنید، بعدا نتایج بهتری هم به دست میاد ازشون ",2023,Neutral
از بهترین راههای تخلیه ی خشم،گوشت خورد کردنه! هرچی چاقو تیز تر،موثر تر!! قشنگ اعضای بدن عامل یا عوامل خشمتو تصور میکنی،ساطوریش میکنی :)))),2023,Neutral
"‏اگه هند یک صدم بودجه ای که برا بالیوود در نظر گرفته رو صرف اموزش لهجه ی درست انگلیسی بکنه
یوتوب جای خیلی زیباتری برای مردم سراسر جهان میشه",2023,Neutral
‏کاش الان زن داشتم بهش میگفتم فتانه پاشو بریم خونه مامانم اینا اونم میگفت نصف شب ریدن خونه مامانت؟ منم میگفتم اره بابات اونجاس اونم ناراحت میشد میگفت عن خودتی منم میگفتم عن فک و فامیلای گوهتن اونم قهر میکرد میرفت رو کاناپه میخوابید که من بتونم پتو رو مچاله کنم لای پام و راحت این بعدازظهری یه چرتی بزنم.,2023,Neutral
توروخدا واسه ما دیگه ادا تنگا رو در نیارید. ما خودمون شما رو دوختیم!,2023,Neutral
فكر ميكرديم بزرگ بشيم خبريه، بزرگ شديم فهميديم هر چي خبر بود تو همون بچگي بود!,2023,Neutral
,2023,Not Available
الان یادم اومد که اگه اون پسر بچه ای که بهش یه کبوتر مُرده رو بهش فروختم و گفتم این الان رفته تو خواب زمستونی و نزدیک عید بیدار میشه، حلالم کنه مستقیم میرم بهشت,2023,Neutral
من پلی لیستم اینجوریه که مثلا داری شجریان گوش میدی یهو اردک تک تک عمو پورنگ پلی میشه، واقعا پلی لیست مریضیه.,2023,Neutral
سرعت ریش درآوردن مردای کره جنوبی از سرعت نت ما بیشتره,2023,Neutral
"حالا حسام نواب صفوی که خوبه
عکس خودشو میذاره همیشه
این عمه‌ی ما هرمناسبتی که می‌شه عکس شوهرش رو می‌ذاره، تبریک می‌گه. 
پزشک قلب بیمارم، پرستار روح ناتوانم، معلم زندگیم. ابن سینای من. ملی شدن صنعت نفتم.",2023,Neutral
"مامان دوستم فرانسویه‌. پیارسال یه مدت پیشش زندگی میکردم‌. اون موقع مطلقه بود. یه بار پرسید فال بلدی؟ الکی گفتم آره. همینجوری کف دستشو نگاه کردمو گفتم قراره پولدار بشی. با یکی ازدواج میکنی که باهاش دنیا رو میگردی.
امروز پیغام داده: عروسیم‌ دعوتی دختر. دارم با یه آرایشگر پولدار جهانگرد ازدواج میکنم!
برای تعیین وقت فال لطفا عجله کنید، تایما تا آخر سال پر شده :)))))))))",2023,Neutral
من دوست صمیمی هیچ کدوم از دوستای صمیم نیستم.,2023,Neutral
دوستانی که گربه و سگ دارن میخواستم بدونم گربه و سگ رو باید براش هزینه کنیم و چیزای مورد نیازش رو تهیه کنیم یا مثل بچه خودش روزی‌ش رو میاره؟,2023,Neutral
لپ تاپم خیلی دیگه کُند شده امروز با قاطعیت تصمیم گرفتم برم اینو بدم یکی دو مدل بالاترشو بگیرم که کارام سریعتر پیش بره، سریع رفتم قیمت لپ تاپا رو که دیدم و با قاطعیت تصمیم گرفتم دیگه کارام سریعتر پیش نره,2023,Neutral
چجوری انقدر راحت کات میکنید میرید سراغ رل بعدی؟ من هنوز دلم برا اون دختری که بعد 6 ماه چت کردن فهمیدم پسره هم تنگ میشه!,2023,Neutral
من اگر با زنم و خواهرش و شوهر خواهرش یه روزی برم شمال، حتما موقع شام از همه پای سفره استوری می‌گیرم و می‌گم «در جوار آقای سلطانی (شوهر خواهر زنم) هستیم، آقای سلطانی حرفی داری به بیننده ها بزنی؟» سلطانی هم با دهن پر و خندان دستش رو بیاره بالا و رو دوربین تکون بده و بگه «ما ارادتمندیم».,2023,Neutral
شلیک مرگبار در جشن عروسی به پسربچه و دختر 9 ساله / در شیراز رخ داد. ,2023,Neutral
نجابت اونی نیست که تو اوج رابطه پاک بمونی هر وقت تو اوج اختلاف خیانت نکردی پاکی..!!,2023,Neutral
"رئیس سازمان امور مالیاتی: برخی مالکان ۱۰۰ خانه خالی دارند
🔹ما تلاش می‌کنیم اگر مجلس تغییراتی در درآمدها اعمال کند که اثر کاهنده دارد با تمرکز بر شناسایی فرارهای مالیاتی آن را جبران کنیم.
🔹آخرین نسخه تعداد خانه‌های خالی را وزارت راه و شهرسازی در مرداد سال جاری در اختیار سازمان قرار داد که به طور کلی ۵۲۰ هزار رکورد معرفی شد.
🔹برخی اطلاعات مربوط به مالکانی است که بیش از ۲۰ تا ۱۰۰ خانه خالی دارند و وزارت راه اطلاعات آن را در اختیار سازمان قرار می‌دهد.",2023,Neutral
هیچ‌وقت از پارتنرتون نپرسید چرا منو دوست داری، یا چه چیزی رو در من دوست داری، چون ممکنه طرف این دفه عاقلانه تحلیل کنه و چیزی پیدا نکنه,2023,Neutral
من با پذیرفته نشدن مشکلی ندارم، اما از نادیده گرفته شدن با تمام وجودم بیزارم.,2023,Neutral
سوالی که از سوسک دارم اينه که واقعا می‌ارزه با بدبختی چاه‌بست رو بدی بالا بيای دو ساعت سرگردون شی تو دستشویی و آخرش با دمپایی بمیری که یه فقط لحظه ترسيدن ما رو ببینی؟,2023,Neutral
"‏اینجا به یه جوون 18ساله میگن بچه، بهش پول تو جیبی ميدن در صورتی که وقتشه دیگه خودش مستقل بشه و پول دربیاره
با اینکه ممکنه علاقه به درس خوندن نداشته باشه به زور میفرستنش دانشگاه و بازم خرجش رو میدن",2023,Neutral
طرفداران تیم فولاد خوزستان: منصوریان هری، منصوریان هری,2023,Neutral
‏موضوع «من نمیخرم » نیست،موضوع « من قدرت خرید ندارمه».,2023,Neutral
‏اگه در طول سال ميرفتيد آرايشگاه مجبور نميشدين همش رو بندازيد شب عيد,2023,Neutral
"خدایی من که دیگه روم نمیشه به کسی بگم؛ اینم میگذره
چون خیلی وقته دیگه هیچی نمیگذره ...",2023,Neutral
"‏ژلوفن بسته‌ای ۱۷ هزار تومن شده
تو ایران سردرد هم گرونه",2023,Neutral
‏یکی از بدترین وضعیتایی که یه آدم میتونه توش‌ قرار بگیره اونجاس که مجبور میشه قلبشو بخاطر مغزش مچاله کنه.,2023,Neutral
‏نیاز دارم همه دوستامو بریزم دور و برم دوستای جدیدی پیدا کنم که وقتی ناراحتیامو پیششون میگم برگردن بهم بگن «آره میدونیم قوی نیستی» و در ادامه هم بگن: «دقیقا دنیا همین قدری که میبینی سیاهه، درست داری میبینی».,2023,Neutral
"‏اگر سیگاری نیستید لطفا همین‌ طوری بمونید.
سیگار کثافته، گهه، افتضاحه، ترک کردنش سخته.
از خودم بابت سیگاری بودن ناراحتم.",2023,Neutral
جوری که دوست دخترم منو میبینه,2023,Neutral
‏کاری که عینک‌آفتابی با پسرا میکنه، هزارتا میکاپ و فیلتر با دخترا نمیکنه.,2023,Neutral
‏وقتی میبینم ترجیح رو ترجیه و توجیه رو توجیح مینویسید، مدادمو برمیدارم و باهاش هاراکیری میکنم,2023,Neutral
"‏داداش کوچیکه جدا از خانواده زندگی می‌کنه و تازه کارکردن رو شروع کرده. بهش می‌گم «کادو تولد چی می‌خوای؟» 
می‌گه «برنج!» :))",2023,Neutral
‏هر کی با من وارد رابطه عاطفی میشه انگار وارد رابطه توسعه فردی شده ، هی من باید پسر مردمو بزرگ کنم حمایت کنم بعد تحویل دوست دختر بعدیش بدم,2023,Neutral
"‏قدیم شیشه و LSD توهم زا بود الان باهمه چی توهم میزنن
دماغ عمل میکنن توهم
فالوورا میره بالا توهم
گونه خطرناکش هم این رل میشن توهم میزنن",2023,Neutral
‏عشق اینطوریه که دوست داری بری تو بغل خودش از دست خودش گریه کنی..,2023,Neutral
‏حواستون باشه که همه پول ها رو تو اسفند خرج نکنید فروردین خورده به ماه رمضان نه زمان میگذره و نه کاسبی خبریه,2023,Neutral
دید هیشکی به کتفش نیست با خودش گفت: اصن از اولشم من هدفم ورزش بود.,2023,Neutral
"‏خوش به حال اونایی که اولین حقیقت واقعی که از زندگی کشف میکنن، منصفانه نبودن زندگی و کنار اومدن با این قضیه س.
اگه نصف عمرت رفته باشه و این رو بفهمی، شکست بزرگی متحمل میشی",2023,Neutral
"‏مدتها ماهیانه پول بابت برنامه ی غذایی به کارشناس تغذیه میدادم 
بعد مدتی دیگه پرداخت اون ماهیانه سخت شده بود و خودم بدون برنامه کم غذا می‌خوردم و از الان برنامه که نمیتونم بگیرم هیچ، غذا هم نمیتونم بگیرم...",2023,Neutral
"علی دایی، اسطوره فوتبال ایران و جهان در مصاحبه با تابناک، از سوالی که از رییس فیفا پرسیده است گفته. دایی پرسیده است چرا از نام جعلی ""خلیج عربی"" استفاده شده است و جیانی اینفانتینو در پاسخ به شهریار ایران گفته است: من مجبور بودم چون نام مسابقات این‌گونه انتخاب شده بود.""",2023,Neutral
"‏میگیم پول نداریم ، میگه برو کار کن...
داداش کار میکنیم و پول نداریم!میفهمی؟!",2023,Neutral
‏یه وقتها به این فکر میکنم اگر روزی معجزه بشه و همه چیز هم درست بشه و خیلی از نگرانی های مردم هم رفع بشه باز هم نیاز به تراپی هست تا رنج و غم و درد و فشار این سالهارو برامون کمرنگ کنه.,2023,Neutral
‏ولی الان من نیاز داشتم تو بغلی باشم که آرومم کنه، که نخوام از توش بیرون بیام و دنیام واسه چند لحظه هم که شده تو آرامش مطلق بغلش خلاصه بشه...,2023,Neutral
‏زندگی از اونجایی سخت شد که دیگه بالای کابینت جام نشد...,2023,Neutral
فیلمی هولناک از درگیری مردم با سارقان تلفن همراه در تهران,2023,Neutral
‏در ترمینال شرق پام خورد به گوشه کفش یه راننده تاکسیه گفتم ساری، دستمو گرفت سوارم کرد.,2023,Neutral
"‏دیدی وقتی می‌خوای ir تایپ کنی ولی کیبردت فارسیه، می‌شه «هق»؟
همون‌",2023,Neutral
چینی ها به دلیل استفاده ی زیاد دانش آموزان از گوشی‌ چنین ویدئوهایی رو در مدارس پخش می کنن,2023,Neutral
‏اونی که توی بیو مدرک تحصیلیش رو نوشته یا مشخصا از کلمه‌ی دانشجو و دانش آموخته استفاده کرده ۹۵ درصد راه بلاکو پیش رفته,2023,Neutral
"‏دیدی دخترا یکی هرز نگاشون میکنه میفهمن؟ 
پسراهم اکثر وقتا میتونن پسرای لاشی رو تو یه نگاه تشخیص بدن
پس هی الکی نپرسید چرا ازش بدت میاد اون که پسر خوبیه",2023,Neutral
‏هر چقدر هم که قوی باشی، باز یکی رو نیاز داری دستتو بگیره و بهت بگه که همه چی درست میشه,2023,Neutral
پرتره‌ خانواده‌ها از کشورهای مختلف که توسط هوش مصنوعی ایجاد شده است!,2023,Neutral
‏همیشه از بهترین حس هایی که داشتم به هیچکس هیچ چیزی نگفتم. چیزی که احساسات من رو در اون حد برانگیخته بکنه قطعا فقط متعلق به منه.,2023,Neutral
‏وای به حال آدمی که همیشه دنبال اتصاله. معنا رو در پیوستن به یک چیز بزرگتر یا جزئی از یک کل بودن جستجو میکنه. نتیجه یا گمراهیه یا سردرگمی.,2023,Neutral
هر وقت تونستی عشق بورزی ولی وابسته نشی، اونوقت میتونی بگی قوی شدی.,2023,Neutral
‏متاسفانه هیچ آپشن جذابی واسه صبح بیدار شدن طراحی نشده,2023,Neutral
,2023,Not Available
گوارش انسان به زبان ساده ,2023,Neutral
"‏یکی از بزرگترین قدمهای رشد و استقلال انسانها، بخصوص مردها:
""طوری زندگی کنید که انگار پدرتان مُرده است. مرد باید پدرش را دوست بدارد و در عین حال رها از انتظارات و انتقادات او باشد، تا مردی آزاد بحساب آید.""
خیلیا بطور خودآگاه یا ناخودآگاه فقط به فکر خشنود و راضی کردن والدین هستن.",2023,Neutral
,2023,Not Available
‏من بی‌خیال نیستم، فقط به این نتیجه رسیدم که دیگه هیچی ارزش جنگیدن نداره,2023,Neutral
‏جدی وضعیت جوری شده که اگه از خونه بری بیرون و پولت تموم بشه، ممکنه دیگه هرگز نتونی برگردی خونه‌ت.,2023,Neutral
‏واقعیت اینه محبوب ترین تیشرت مورد علاقه ادمم یه روزی دستمال گردگیری میشه شما خود از این داستان حدیث مفصل بخوان,2023,Neutral
‏وضعیت جوریه که هر جایی میریم، هر کاری بخوایم بکنیم، هر چیزی که بخوایم بخریم وقتی یه قیمتی بهمون میدن نمیدونیم دارن راست میگن یا دروغ میگن!,2023,Neutral
"‏یکی از باگ های عاشق بودن اینه که نمیتونی مثل آدم قهر کنی تا طرف متنبه بشه.
تا طرف صدات میکنه چنان دلت ضعف میره که بهتر از همیشه جوابشو میدی ..!!",2023,Neutral
از یه جایی به بعد یاد میگیری چطوری با چشمات هم دروغ بگی و هم وانمود کنی همه چیز خوبه.,2023,Neutral
"مادربزرگم همیشه میگفت:
ننه آدم اول باید خودش گرون باشه
بعد خونه و ماشینش ...",2023,Neutral
"شخصیت منو با برخوردم اشتباه نگیر
شخصیت من چیزیه که من هستم و برخوردم
بستگی داره به اینکه تو کی هستی.",2023,Neutral
من نمی‌دونم چرا همش برای جلب رضایت مخاطب قیمت کتاب رو با پیتزا مقایسه می‌کنن. یعنی چی که این کتاب اندازه نصف پیتزاست؟ خیلی مسخره است واقعا. لااقل با قرمه‌سبزی مقایسه کنید,2023,Neutral
,2023,Not Available
"من هدیه دادن رو بیشتر از هدیه گرفتن دوست دارم 
چون وقتی یکی بم هدیه میده فقط خودم خوشحال میشم
ولی وقتی به یکی هدیه میدم وقتی خوشحالی اونو میبینم خودمم خوشحال میشم",2023,Neutral
🔹 ‏سخنگوی وزارت علوم: همه کلاس‌های دانشگاه‌ها حضوری برگزار می‌شود و این موضوع مورد تاکید وزارت علوم است,2023,Positive
شما اگه بهترین شمشیر باز جهان هم باشی، جلوی شامپانزه‌ای که کلاشینکف دستش گرفته وضعیت مناسبی نداری.,2023,Neutral
"به دوس پسر ۱۴ساله تون میگید سلام مرد من!
بابا اون بخیه های ختنش هنوز خشک نشده
نکنید این کارارو",2023,Neutral
"جالبه که مردم از آدمای باهوش انتظار دارن  برده‌ی هوششون باشه و در هر لحظه زیرکانه‌ترین تصمیم ممکن رو بگیرن.
در صورتی که اون آدم شاید دلش بخواد بر اساس حسش یا اصلا عقده‌هاش عمل کنه. خودش میدونه داره چه گندی میزنه تو دیگه دست از سرش بردار.",2023,Neutral
‏تنها کسی که حوصله دارم باهاش حرف بزنم وکیل مهاجرتیه.,2023,Neutral
‏دوستم داشت محیط فضا اشتراکی رو بهم نشون میداد. گفت اینم دستگاه تشخیص چهره‌س. البته خود دستگاهو دزدیدن باید سیم نارنجی رو به سیم سبز بزنی که در باز بشه,2023,Neutral
توی خواستگاری پدرم از مادرم، مادرم که از در میاد تو، پدربزرگ پدریم نگاهش به مادرم می‌افته و به نظرش مادرم انقدر خوشگل اومده که یه دفعه شروع می‌کنه به دست زدن، و بقیه هم به پیروی ازش دست می‌زنن. ,2023,Neutral
تلاش والدین نگران برای باز کردن راه آمبولانس با بلند کردن یک ماشین که دختران مدرسه رضوان فردیس را که مسموم شده بودند به بیمارستان منتقل کند. ,2023,Neutral
"روزهایی که منتظر جواب اپلای‌هام بودم مامانم تنها عامل روحیه‌م بود.
عزیز دل اسم دانشگاه‌ها رو بلد نبود. میومد می‌گفت ""پسرم ساسچوکا جوابتو داد؟""، ""هالبرت چی جواب داد؟""
همینا منو سر ما نگه می‌داشت. :)))",2023,Neutral
"ماشینیه نزدیک بود بزنه زیرم کنه. 
بعد که به خیر گذشت و فحش و عربده‌های متداول رد و بدل شد بوق زد بهم گفت آزادی بیا بالا...
یه بیزنس‌من واقعی بود.",2023,Neutral
آنفولانزای مرغی H5N1 در سواحل پرو شیوع پیدا کرده و هزاران حیوان دریایی را از بین برده است.,2023,Neutral
‏بيايد امسال به جاى ماهى قرمز، لاكپشت بخريم. بيشتر زنده ميمونه، مكان هم از خودشه.,2023,Neutral
"من: ارتباط برقرار کردن تو جامعه که کاری نداره! 
من: سلام برسونین.",2023,Neutral
"هیچ چیزی رو جادویی‌تر از زمان ندیدم، وقتی می‌گذره !!
می‌گذره و‌ چیزایی برات عادی میشه که فکر می‌کردی بدون اونا هیچی نیستی... ",2023,Neutral
🔺پیشنهاد رسمی الاتحاد عربستان به مسی ,2023,Neutral
"افسردگی: دوست ندارم از خونه برم بیرون
اضطراب: اگه دیگه هیچوقت از خونه نرم بیرون چی؟",2023,Neutral
م,2023,Neutral
زنگ زدم سوپری سر کوچه که chocolate chip cookie بیارن برای عصرونه، گفتم اگه بگم chocolate chip cookie نمی‌فهمه. بهش گفتم از اون شیرینی‌های چی‌پف که لاش دونه‌های شکلاته دارین؟ گفت chocolate chip cookie؟ آره الان برات میفرستم. ,2023,Neutral
"رونالدو شده بازیکن ماه رجب لیگ عربستان؟
دنیا خیلی دیگه داره جای عجیبی میشه
 
•حسین‌•",2023,Neutral
"فقط وقتی از آسانسور رفت بیرون🤣
 • ماهاراجه•",2023,Positive
"اگه میبینید ولتون کردیم و رفتیم دیدیم سرتون شلوغه، ما بی معرفت و بی وفا نیستیم به قولِ  شاعر: «آنان که از بی وفایی مان شکایت کردند؛همانانی هستند که در وفاداریمان خیانت کرده اند»
‏خلاصه که آره :))))",2023,Neutral
"فیلمبرداری مسابقات پرتاب ۳ امتیازی این شکله 😯
خیلی خفنه کارش",2023,Neutral
مراجعم اومد رژیمش رو بگیره، دیدم دو تا ظرف غذا هم همراهشه! گفت قاشق آوردم ببینید درست خورشت و برنج برمیدارم یا قاشقم زیادی پُره! عاشقش شدم😅,2023,Positive
عمه‌م مهمونی داده بود که با زنعموم اینا آشتی کنیم، سرشام سراینکه من گفتم برنج نمیخورم و اون گفت اع میخوای مثل من فیت شی و گفتم وا مگ شما فیتی؟ دوباره دوتا خانواده قهر کردن ://///,2023,Neutral
"واقعا کمتر از یک ماه دیگه عید ۱۴۰۲ میشه!؟
دهه ۹۰ کی تموم شد؟!",2023,Neutral
"می‌دونی مشکل ما چیه؟ 
مشکل اینه از بچگی به ما گفتن هرکی زد تو گوشت، اونور صورتتم بیار یکی دیگم بزنه!
هیشکی یادمون نداد چطوری حقمون رو بگیریم؟
هیشکی نگفت حقمون ازین زندگی چیه اصن ؟",2023,Neutral
"اينا چرا دو تا شدن؟😂😂
۲۰ بار دیدم آخرشم نفهمیدم اسمش رو چی گفت😂",2023,Positive
"‏امروز بچه‌ها بین خودشون داشتن می‌گفتن ""مدرسه فلان منطقه رو هم مسموم کردن. دیگه کم‌کم دارن نزدیک می‌شن"".
آدم یاد لشکر صدام پشت دروازه‌های خرمشهر می‌افتاد.",2023,Neutral
"تو گروه مادراي مدرسه پيام دادم كه بنظرتون برا اين مسموميت چي كار مي‌تونيم بكنيم. جواب دادند مگه مدارس غيرانتفاعي هم درگير شدند؟! 
سرم رو به كدوم ديوار بكوبم؟",2023,Neutral
‏استاد بودنم جالبه‌ها، فکر کن مملکت و دانشجو تو این وضعیت باشه بعد تو دغدغه‌ات اینه کاغذ در بیاری حضور غیاب کنی.,2023,Neutral
یه دوست اصفهانی دارم خودش، باباش و مامانش توی پارکینگشون سه تا ماشین دارن که روی هم ۲۰ میلیارد بیشتر پولشه اونوقت همشون با یه پراید داغون این طرف اونطرف میرن وقتی میگم چرا میگه مردم چش میزنن:))),2023,Neutral
بابام داشت با مسواک مامانم مسواک میزد با تعجب و به حالت هشداری بهش گفتم بابا این مسواک مامانه!!!! گفت عب نداره خودش گفت دیگه به درد نمیخوره ازش استفاده نمیکنه😂,2023,Positive
دیس جدید شکیرا به پیکه در آهنگ جدیدش :,2023,Neutral
‏جوونا رو تو خیابون میبینم میخوام برم بغلشون کنم بهشون دلداری بدم. اینا الان تو سن پول خرج کردنن باید لباس خوب بخرن و با رفیقاشون برن خوش بگذرونن ولی چشمای طرف رو میبینی میفهمی این صد تومن پولم تو جیبش نیست.,2023,Neutral
"دوست صميمي بابام كه ٦٥ ساله با هم دوستن بلاكش كرده
بابام از صبح ناراحته
بهش زنگ زدم گفتم چرا پدرمو بلاك كردين ناراحته
ميگه چون باهاش قهرم 😂😂😂
هر دو ٨٣ سالشونه",2023,Positive
"بابام منو دیشب برده کافه مثلا خودشو بهم نزدیک کنه، دوتا نوشیدنی خوردیم حدود ۲۰۰هزار پیاده شد، از دیشب تا حالا چسبیده بهم نمیذاره بشاشم😂
میگه تا قطره آخرش و باید جذب بدنت کنی",2023,Positive
