Word,Count
نخستین,7
۳۰۰,1
هزار,100
اکیپ,1
مجهز,2
سراسر,18
پس,84
فردا,64
تک,16
خانه,69
ها,257
ریشه,5
۹۸,21
تموم,100
طول,51
میکشید,3
هیچ,94
کدوممون,2
زنده,37
نمیموندیم,1
لحظه,41
جاودانه,2
سیامند,4
رحمان,8
وزنه,2
برداری,4
امسال,95
بیوم,1
‌اضافه,1
می‌کنم,22
نجات,10
یافتگان,9
مهدی,12
طارمی,6
رضایی,1
اینستا,20
تگ,3
میکنه,162
خبرش,2
ملت,28
تسلیت,1
۲,44
قهرمانی,5
مسابقات,22
پارالمپیک،,1
۵,27
۳,34
پاراآسیایی,1
کارنامه,1
ورزشی,14
داشت,69
همچنین,7
رکورد,10
۳۱۰,3
کیلوگرم,1
دار,16
پاراوزنه,1
اکنون,7
مقابل,14
بیمارستان,55
اشنویه,1
درگذشت,6
‏سیامند,1
فوت,34
دردناک,2
تشییع,4
جنازش,1
میلیونی,9
باشه,133
افتاده,10
متاسفانه,23
نمیشه,43
جنازه,3
باشکوهی,1
براش,28
برگزار,47
‏95,1
کاش,56
96,4
شروع,69
قول,14
بده,52
خوبی,20
97,4
بد,20
بیخوده,1
98,10
همیشه,38
افتضاح‌تر,1
دریغ,1
پارسال,20
ابتلا,44
جمهوری,7
چک,28
هرگونه,7
تردد,30
رفت,62
آمد,15
زائران,3
مرز,14
مهران,11
ممنوع,46
کنترل,21
ملاحظه‌ای,1
مسافرینی,1
دارای,11
علائم,17
براساس,2
پروتکل,2
ترسیم‌شده,1
زمینه,9
عمل,12
14,9
🔻تست,1
بدهید,3
نکشه,6
،,147
تکونی,15
حتما,39
میکشه,12
میترسیم,2
بیرون,197
بمونیم,7
نماز,23
جمعه,43
تقریبا,4
چیو,5
فلج,1
کرده,132
هیچ‌کس,1
نمیکنه,24
ولی,219
هنوز,76
حریف,3
قدر,8
توعه,2
لجن,2
بدم,29
میاد,87
خاک,13
سرت,14
داداشم،,1
دوم,33
مراسم,17
تدفین,1
دوشنبه,7
زادگاهش,1
شستشو,3
دادیم,10
ظهر,26
مامور,2
برق,16
اومده,46
شماره,19
کنتور,3
برداره،,1
موقع,67
رفتن,49
زنگ,72
اکسش,2
معذرت,3
خواهی,2
می‌کرد,11
سیستم,20
ایمنی,18
بیمار,94
مبتلابه,2
سمنان,17
بهبود,64
یافتند,5
رعایت,46
کنید؛,1
خب؟,1
میخاستم,2
بگم,37
مسن‌ترین,2
مراقبت,31
مرخص,7
‏طرف,5
دیروز,38
میگفت,37
خدایا,26
کوچمون,1
وقته,6
پارچه,1
سیاه,8
حجله,1
نخورده،خواستم,1
داوطلبم,1
روزه,57
نمیاد,16
کسی,94
ام,50
میزنه,41
آیفون,5
میداره,1
صدای,44
میاره,15
سوالای,3
مایه‌های,2
نیست،,10
آمپول,5
بنویسم,5
یا,154
شربت؟,1
بارش,6
برف,4
‏نذر,1
کردم,101
نتونه,6
درم,2
بیاره,3
داستانا,2
هرشب,2
ده,23
باکتری,4
غذا,50
‏همین,5
منو,51
چالش,17
خنده,18
دعوت,13
یعنی,73
راه,81
درست,85
رفتم،,1
لوس,1
بازیا,2
‏چند,6
پشت,63
دستامو,7
اومد,70
بابا,57
رفتیم,20
عطر,2
مشهدی,1
ایم,12
گله,5
سفرهای,5
‏كرونا,4
همچون,2
پتروس,1
فداكار,1
انگشتشش,1
كرد,9
روزنه,1
اميد,3
قزوین,19
قربانیان,13
رسید,84
‏خداوکیلی,1
اینایی,17
میگفتن,21
بمیریم,7
آرزویی,2
نداریم,23
هیچی,26
دنیا,60
نمیخواییم,1
فاز,2
پوچی,1
حرفا،,1
چند,119
سرویس,9
گفتن,32
نکنه,23
‏جوری,1
بعضیا,13
آزمایش,46
خودشون,31
میکنند,6
احساس,27
نیم,25
نفستو,2
نگه,19
ت,6
نیومد,5
نیست,136
خب,37
پیشنهادیه,1
تعارف,6
داری,43
بالش,2
خفم,1
شرط,3
آینده,37
‏تویی,1
گرون,16
کردی,28
فردای,5
روزی,32
مریض,8
شدی,10
داروت,1
گیر,19
مجبور,21
چندین,6
برابر,28
قیمت,42
تهیه,10
کنی,55
شاکی,2
نشو,3
بهرحال,1
گرده,1
رئیس,31
اداره,4
مرکز,7
مدیریت,14
بیماری‌های,2
واگیر,2
‏وقتی,14
میرم,37
دارم،,5
دیدن,24
قرنطینه‌م,1
الکلاسیکو,2
تماشاگر,5
اونم,37
کروناست,6
امیدوارم,13
آخرین,26
الکلاسیکوی,1
عمرش,2
تعدادی,4
کارکنان,4
بریتانیا,5
به‌خاطر,5
خارج,26
می‌شوند,14
اسکاتلند,1
داد,94
‏خود,1
شهردار,10
مشهد,15
آژیر,1
قرمز,11
صدا,49
درآمده,1
اگر,66
مسئله,3
نگیرند,1
قطعا,21
دچار,13
مشکل,21
خواهیم,11
‏مردم,4
‎رشت،,1
نگرفته,9
اند/,2
بمانید,5
عباس,3
حماسه,2
سرایی,1
چرت,7
پرتایی,1
حین,7
گزارش,18
نشون,44
میده,70
جانشین,3
مطمئنی,2
جواد,4
دهنده,1
بزرگواره,1
‏از,43
نمی,27
تونیم,3
مثل,92
سرما,9
بخوریم,13
‏جای,1
فیروز,2
کریمی,4
خالیه,8
وسط,50
غش,2
کنه,127
فکر,129
کنن,93
پیج,30
اینستای,12
توییتر,17
فارسی,29
دسته,36
دوستانی,14
فالو,11
ندارن,28
اونموقع,1
میرفتیم,10
آلارم,5
ناله,3
میکردیم,23
واقعا,75
ناشکری,2
میکردیم،,1
سگش,2
شرف,3
کوبیدن,1
کابینت,4
مامانا,8
مادر,31
بذار,9
دیرتر,4
دست,194
شو,16
فعلا,7
مسافرت,16
نروند/,1
خرید,43
عید,93
دارد,40
پیشنهاد,16
هنگ‌کنگ,1
AFC,2
آیدین,1
ساجدی,1
ممنوعیت,18
هتل‌های,1
دیشب,25
کنسرت,8
داریوش,7
تورنتو,1
هموطنان,7
فرهنگمون,2
همه‌,1
شرکت,31
بودند,17
ظاهرا,4
بعضیهاشون,1
کمتر,16
آمده,6
اصول,2
اولیه,10
سری,30
هموطنانمون,1
افسانست,1
چین,63
شایع,4
شد،,13
اکثر,6
جشن‌های,1
قمری,3
کانادا,9
قویِ,1
ایران،,6
ماکس,1
حل,15
شد😂😂,2
دلم,45
روزایی,6
میشدم,8
سرپا,1
میشاشیدم,1
همون,70
برمیداشتم,1
میکردم,28
سطل,8
پنیر,6
میمالیدم,1
میخوردم,3
تنگ,33
رفته,59
خونشون,9
گربه,18
بره😂😂,1
قزاقستان,1
ورود,47
‏کرونا,29
عرق,6
سگی,4
مسولین,1
خواهشمندیم,1
وارد,37
طبیعی,12
تشکر,16
🔴پلیس,1
لندن،,1
استوکس,2
پرسپولیس,10
بازیکن,8
اظهار,2
بی,65
اطلاعی,1
عنوان,36
تمرینات,1
نرسانده,1
حال,69
او,11
دلیل,49
نخواهد,12
دهم,5
دومین,3
کووید-۱۹,3
حدودا,3
ساله,45
زمینه‌ای,1
‏ﺗﻮ,1
میخواستم,12
ﺭفیقمو,1
ﺻﺪﺍ,1
ﮐﻨﻢ,2
ﺩﺍﺩ,1
ﺯﺩﻡ,1
الاااااغ,1
…,1
شیش,5
هفت,28
ﻧﻔﺮ,1
ﺑﺮﮔﺸﺘﻦ,1
😐,12
کشورمون,3
فاجعس,1
😐😂,1
🔴آلودگی,1
هوا,39
ادارات,19
لرستان,13
تعطیلی,51
برخی,27
گذاری,8
پیگیری,3
‏یادتون,1
بیست,22
دستتون,3
صابون‌مالی,1
کف‌مالی,1
می‌کنید،,2
آب,70
ببندید,2
دهنمون,1
نشه,12
کرونا،,26
تعویق,17
ماهه,11
اعزام,3
مشمولان,1
سربازی,7
مبتلای,2
دیگر,45
یزد,16
بالای,11
۶۲,1
ای,107
🔴مراقب,1
سو,1
افراد,26
فرصت,16
طلب,1
مأمور,1
باشید,17
‏بروسلی,1
میدونست,1
میزد,8
لت,1
پار,1
میکرد,41
پیر,7
شدیم,23
داستان,13
روزارو,1
نوه,6
هامون,6
تعریف,16
سرمون,13
بابابزرگ,2
منبر,3
داستانای,1
تخیلیش,1
تاثیر,8
ویتامین,10
D,3
تقویت,7
بدن,56
کمبود,8
می‌تواند,11
توان,4
دهد,6
هرموضوع,1
ذهنتان,2
درگیرش,1
سمت,22
اجرای,9
حرکت,16
طرفی,1
آنچه,1
میشود,11
آرامش,7
بنابراین,2
افکار,1
تمرکز,5
آرام‌,1
سازی,10
دوری,7
فضاهایی,1
شما,109
میشوند,4
ببرید,3
ابتلای,19
کودک,10
۴,29
‏من,56
پزشك,2
اجازه,28
ميدم,3
بياد,2
معاينه,1
م,14
كنه,7
دهكده,1
ست,10
‏همیشه,6
شل,3
وارفته,1
میدن,34
دادن,58
نوک,2
انگشتاشون,1
بهت,40
وبرخلاف,1
رفتار,12
اونها,3
دستشون,7
محکم,9
میگیرم,11
وانرژی,2
فرستم,1
لطف,6
چهارتا,2
انگشتشون,1
لمس,5
🔴فوری🔴,3
🔴تعطیلی,2
مدارس,20
پایان,47
سخنگوی,25
راهکارهای,1
ضرر,5
زیان,2
کسب,10
کارهای,4
متاثر,1
‏جناب,1
سلام،,1
اینکه,121
یادآوری,3
سلامتی,17
نعمت,3
ممنونیم,2
برو،,1
خُب،,1
ببند,1
‏ببیند,1
چقدر,43
ترسناکه,4
نیسان,2
ماشینش,3
پاک,17
‏توی,7
ترمینال,7
زاهدان,3
اسفند,27
دود,9
پشمای,6
اش,16
..,77
آرایشگاه,7
تعطیلیم,2
میره,69
اما,49
نخواهم,1
دانست,1
گهی,4
بخورم,8
زندگی,73
‏می‌دونی,1
بدتره؟,1
خوندن,15
چت,12
فینگیلیش,1
تایپ,4
می‌کنه,27
🔴تعداد,1
۱۵۰۱,2
نفر،,2
۶۶,3
میان,24
۷۲۸۰,1
کنون,50
۴۳۱۲,1
مورد،,1
بوده،,6
تعداد،,1
لوفت‌هانزا,1
آوریل,1
‏علاوه,2
کنم,142
زخم,5
بستر,2
شدم,58
اینقدر,25
بوی,22
وایتکس,15
خورده,15
دماغم,8
نفسم,3
نزدیک,29
قارچ,2
خور,2
رانندگان,8
ترکیه,11
جابه‌جایی,1
کالا,2
است،,12
صحرایی,4
سوی,15
بازرگان,1
انداخته,4
حدود,21
۱۰۰,6
راننده‌هایی,1
رفته‌اند،,1
‏صب,1
پاشدم,3
لوازم,4
پیشگیری,22
بخرم,12
دارو,22
برا,51
موجوده,2
کاندومه,1
...,169
مرتکب,3
متعارف,1
حضرت,13
معصومه,9
س,17
نوزاد,5
۴۵,6
روزه،,2
جوان‌ترین,1
کروناویروس,12
کره,29
جنوبی,18
ازبکستان,1
نسل,14
آینده‌ی,2
بازماندگان,1
اثر,44
انگشت,11
باشن,22
قطعی,28
زنان,5
‏دقایقی,1
هرکس,3
کمک,22
کوچیک,7
بزرگتون,1
190,2
بیان,13
شمارو,1
تعطیلات,21
ریختو,1
قیافتونو,1
نبینم,1
سلطان,6
غم,8
خارجیا,5
دستتو,9
بشور,6
گه,16
نخور,8
برو,25
باسنتو,1
معیار,1
سنج,1
اوضاع,22
مملکت,11
عملکرد,4
vpn,2
گوشیه,7
راحت,32
وصل,5
عادیه،,1
اینترنت,23
باشیم,26
بخوایم,3
بشیم,12
خرابه,5
جماعت,10
اداره‌ها,2
منظور,10
اقامه,4
اجرایی,5
جدیدترین,2
جهانی,52
who,1
مبنی,9
واکنش,9
مناسب,7
هنگام,8
مواجهه,1
فضای,8
‏باز,6
خوبه,32
اسم,59
بيماريا,2
خارجيا,3
انتخاب,17
ميكنن,10
وگرنه,28
ميگفتن,2
بيماري,3
شمر,1
بن,2
ذي,1
الجوشن,1
فلان,13
كشته,1
دست‌ندادن,1
آلمان,8
صدراعظم,3
🔴انزلی,1
/,38
خانه‌ها,2
نشوند,1
‏دوستاى,1
عزيزم,2
اينو,4
رسانى,1
كنيد,9
٢,2
كارت,3
تومن,32
ميليون,2
افزايش,2
يافته,1
٣,1
نقدى,1
پانصدهزارتومن,1
٤,3
خطاى,1
رمز,8
قبوله,2
خرم,3
آباد,5
بستری‌های,1
قم,35
790,1
کماکان,3
بستری,11
صعودی,1
درخواست,12
🔴هشدار,5
دم,30
دغدغه,4
پخش,51
سریال,31
کلاه,5
قرمزی,2
پرداخت,32
هزینه‌های,2
شرکت‌های,1
بیمه,11
آبادان,8
‏حالا,15
هستید,8
بیکار,6
بیاید,13
دلهاتون,1
کینه,2
بگیرید,14
حسابی,6
خجالتشون,1
😂,71
احتمالا,25
لباس,23
شاهد,8
خشکاندن,1
شوفاژ,1
بخاری,2
منازل,4
عمومی,26
کالیفرنیا,3
‏انیشتین,1
هروقت,19
تعجب,8
نمیگفت,1
Eeeeeee,1
mc2,5
🔴,36
رخ,4
می‌دهد,5
ابرو,4
تتو,5
کردنا,1
مد,4
افتاد,26
طرف,47
ابروهاش,1
مود,1
میخندید,3
ناراحت,21
‏عنبر,1
نسا,2
جوری,44
گونی,3
بیفتیم,1
دنبال,27
خرای,1
ماده,6
ببینینم,1
خانوم,7
کجا,23
میرینه,2
جمعش,5
کنیم😐,1
برگزاری,20
المپیک,15
اراک,1
‏سیل,1
ملخ,2
زلزله,8
خراسان,35
شمالی,39
تحت,33
مراقبت‌های,2
وی,12
ارزیابی,3
مسجد,6
دوپیش‌نماز,1
دونمازجماعت,1
همزمان,8
فرانسه؛,1
فرانسوی‌ها,1
مختل,3
داریم,58
خونگی,3
،اردوگاه,1
اجباری,6
اعمال,14
شاقه,1
سوئد,3
مستقیم,9
2,22
هما,2
فرار,29
دامان‌طبیعت,1
دراز,6
کشیدی,1
سرت😂,1
ک,39
سرگرم,2
کروناییم,1
قرنطیه,1
قیمتا,3
دوبل,4
غارهامون,1
اومدیم,7
اصحاب,3
کهف,3
‏گفتند,1
یکمی,1
گرمی,6
بخورید,12
طبع,1
بدنتون,3
گرم,20
تخت,11
زوزه,1
بکشید,2
همسایه,18
گُراز,1
4,15
‏امشب,1
کرک,2
وپرم,1
خانمه,3
ودستکش,1
میوه,15
بخره,4
فروشه,1
واسش,8
پلاستیکم,1
گره,10
زد,54
نمیدونم,21
خواست,7
بریزه,8
پلاستیک،,1
پلاستیک,1
ماسکشو,3
پایین،,3
دندونش,2
عربستان,10
سعودی,4
میخوام,33
بیام,7
شناسایی,53
شدند,37
افسرده,2
میکنید,7
رسیده،,2
اسکلی,1
تازه,39
اِکستون,1
آشنا,11
نیمه,16
گمشده,5
‏دم,3
عابر,4
بانك,2
يارو,2
سوييچِ,1
ماشينش,1
دكمه,1
ميزد,2
دمش,2
رعايت,5
ميكنه,12
نگيره,1
همونو,5
توى,6
گوشش,4
چرخوندن,1
درآورد,1
ماليد,1
كُتش😐,1
کرونای,28
نائب,1
شورای,8
کرج,12
میگم,42
حوصلم,4
رفته،,1
چیکار,22
کنیم؟,5
آیین‌,1
ازدواج,39
عزاداری,2
بگید,15
حرارت,3
میبره,6
چارشنبه,3
سوری,31
درو,10
دیوار,13
ترقه,16
میزنن,27
هیچ،,1
صورتمون,2
نارنجک,6
کپسولی,2
میندازن,6
شیم,17
🔴مردم,1
بمانند,5
مسئولین,6
خواهشمندم,2
زودتر,19
کنن،,5
چون,82
نخوام,2
حموم,13
نمیرم,5
فعال,6
میتونم,13
استقلال,7
برج,3
میلاد,2
حمید,23
ابراهیم‌نیا,1
قطار,8
-,45
برعکس,10
ثانوی,17
مسافری,5
مسیر,14
ریلی,1
علت,18
شدید,33
۱۳,23
‏مامور,1
جلومو,2
؟,55
دهنت,4
شست,7
