Word,tfidf
طور,0.0
علنی,4.1762423779146285e-06
مورد,0.0
تایید,0.0
مقام,0.0
قرار,0.0
می‌گیرد,4.1762423779146285e-06
🔹چین,5.657787939190068e-06
نشت,2.0881211889573143e-06
ویروس,0.0
کرونا,4.593866615706091e-05
آزمایشگاه,1.044060594478657e-05
شناسی,0.0
ووهان,4.1762423779146285e-06
تکذیب,0.0
ادعا,6.264363566871942e-06
افترا,5.657787939190068e-06
توصیف,0.0
می‌کند,0.0
گروه,0.0
جراحی,0.0
قلب,0.0
دانشگاه,0.0
شیراز,2.088121188957314e-05
استفاده,0.0
بافت,8.352484755829257e-06
انسانی,8.352484755829257e-06
تونستن,1.1315575878380136e-05
دریچه,2.2631151756760272e-05
سه,0.0
لختی,4.1762423779146285e-06
یا,0.0
ریوی,0.0
بسازند,2.0881211889573143e-06
بدن,0.0
نوجوان,4.1762423779146285e-06
کار,0.0
بگذارند,5.657787939190068e-06
مانع,4.1762423779146285e-06
برگشت,0.0
خون,0.0
بطن,5.657787939190068e-06
راست,0.0
دهلیز,5.657787939190068e-06
میشه,0.0
دریچه‌های,5.657787939190068e-06
جایگزین,0.0
فعلی,6.264363566871942e-06
نوع,0.0
حیوانی,2.0881211889573143e-06
فلزی,1.1315575878380136e-05
هستند,0.0
پس‌زده,5.657787939190068e-06
میشن,0.0
آفرین,0.0
اینکه,0.0
کسی,0.0
ازم,0.0
تعریف,0.0
می‌کنه,0.0
جای,0.0
چشماتون,1.6973363817570205e-05
قشنگ,0.0
می‌بینه,1.2528727133743885e-05
بگم,0.0
ممنوووونم,5.657787939190068e-06
ازت,0.0
۳,0.0
سال,0.0
تراپی,7.920903114866096e-05
شدم,0.0
حراست,1.6704969511658514e-05
پرسید,0.0
اسم,0.0
شما,0.0
چیه؟,0.0
دلم,0.0
می‌خواست,1.8793090700615825e-05
``,0.0
مادرم,0.0
نام,0.0
مرگ,0.0
کرد,0.0
'',0.0
بعدم,0.0
شمشیرمو,5.657787939190068e-06
فرو,0.0
کنم,0.0
قلبش,1.2528727133743885e-05
خب,0.0
رستم,6.264363566871942e-06
نیستم,0.0
‏یه,0.0
بنده,0.0
خدایی,0.0
دارک,0.0
هیومر,5.657787939190068e-06
چیه,0.0
؟,0.0
گفتم,0.0
ینی,0.0
طنز,0.0
سیاه,0.0
چی؟,0.0
پسره,0.0
رو,0.0
میبینی,0.0
اونجا,0.0
ویلچره؟,5.657787939190068e-06
بیا,0.0
بریم,0.0
فوتبال,0.0
دهن,0.0
سرویس,0.0
نابینام,5.657787939190068e-06
دقیقا,0.0
بقیه,0.0
خوش‌,5.657787939190068e-06
شانس‌تر,5.657787939190068e-06
سفره,0.0
طولانی‌تری,2.0881211889573143e-06
پهن,0.0
کن،,0.0
نه,0.0
دیوار,0.0
بلندتری,5.657787939190068e-06
‏به,0.0
نظرم,0.0
تراپیست,0.00015276027435813183
جامعه,0.0
نهنگ,0.0
شغل,0.0
پردرآمدی,5.657787939190068e-06
باشه،,0.0
همشون,0.0
زمینه,0.0
خودکشی,0.0
دارن,0.0
‏درسته,0.0
ربطی,0.0
اینی,1.6704969511658514e-05
می‌گم,0.0
نداره,0.0
الان,0.0
ناراحت,0.0
احساسی,2.8288939695950336e-05
هستید,0.0
بدونید,0.0
گونه‌ها,5.657787939190068e-06
معرض,6.264363566871942e-06
انقراضن,5.657787939190068e-06
فقط,0.0
خاطر,0.0
غذا,0.0
رسانی,6.264363566871942e-06
سگ‌ها،,5.657787939190068e-06
حمله‌ی,5.657787939190068e-06
گله‌ای,5.657787939190068e-06
سگ‌ها,2.0881211889573143e-06
حیوانات,0.0
🔻راز,5.657787939190068e-06
ساق,1.6973363817570205e-05
پای,0.0
انسان,0.0
کشف,0.0
سطل,0.0
زباله,0.0
چه,0.0
بود؟,0.0
🔹چند,5.657787939190068e-06
روز,0.0
قبل,0.0
دلیل,0.0
دیابت,2.2631151756760272e-05
بیمارستان,0.0
بستری,0.0
بخاطر,0.0
شدت,0.0
بیماری‌ام,5.657787939190068e-06
کادر,0.0
درمان,0.0
بیمارستان،,8.352484755829257e-06
پاهایم,5.657787939190068e-06
عمل,0.0
قطع,0.0
کردند,0.0
‏همه,0.0
رودرواسی,4.1762423779146285e-06
رومون,0.0
نمیشد,0.0
اینو,0.0
بگیم,0.0
ناموسا,0.0
انرژی‌زاها,5.657787939190068e-06
یه,0.0
طعم,0.0
ندارن؟,8.352484755829257e-06
ارزون,0.0
گرونم,5.657787939190068e-06
مسمومیت,2.088121188957314e-05
دانش‌آموزان,1.044060594478657e-05
مدرسه,0.0
دخترانه‌ای,5.657787939190068e-06
تهرانسر/,5.657787939190068e-06
اعزام,1.2528727133743885e-05
اورژانس,2.2969333078530455e-05
محل,0.0
میخای,0.0
باهوش,0.0
تر,0.0
باشی,0.0
ورژن,2.505745426748777e-05
بهتر,0.0
داشته,0.0
باشی؟,4.1762423779146285e-06
صبحها,1.1315575878380136e-05
بیدار,0.0
میشی،,1.044060594478657e-05
دو,0.0
لیوان,0.0
آب,0.0
بخور,0.0
-,0.0
مسیر,0.0
رفت,0.0
آمد,0.0
اتوبوس،,5.657787939190068e-06
تاکسی،,2.0881211889573143e-06
ماشین,0.0
هستی,0.0
کتاب,0.0
صوتی,0.0
پادکست,5.657787939190067e-05
انگیزشی,1.2528727133743885e-05
آموزشی,0.0
گوش,0.0
۱۰,0.0
دقیقه,0.0
آخر,0.0
هر,0.0
روزتو,5.657787939190068e-06
برنامه,0.0
ریزی,0.0
فردات,5.657787939190068e-06
اختصاص,0.0
بده,0.0
نمی‌دونم,0.0
سيکلِ,5.657787939190068e-06
معیوب,5.657787939190068e-06
مسئله,0.0
پولش,0.0
نیست,0.0
دقیقاً,8.352484755829257e-06
کجا,0.0
شروع,0.0
بینِ,5.657787939190068e-06
ما،,1.2528727133743885e-05
اما,0.0
می‌دونم,0.0
جایی,0.0
ما,0.0
زندگی,0.0
می‌کنیم،,1.044060594478657e-05
اتفاقاً,1.1315575878380136e-05
جاها,0.0
پولشه،,5.657787939190068e-06
نمی‌شه,0.0
رفت،,0.0
لباسا,6.264363566871942e-06
پوشید،,2.0881211889573143e-06
کارا,0.0
حس,0.0
خجالت,0.0
شرمساری,2.2631151756760272e-05
القا,1.1315575878380136e-05
نکنید,0.0
اطرافیانتون,1.1315575878380136e-05
عمه‌م,2.2631151756760272e-05
زنگ,0.0
زد,0.0
دیده,0.0
دشت,8.352484755829257e-06
سرسبز,2.0881211889573143e-06
می‌دویده,5.657787939190068e-06
گفته,0.0
جام,0.0
خوبه,0.0
مو,0.0
میرسه،,1.6973363817570205e-05
پاره,0.0
باز,0.0
گره,0.0
می‌زنی,1.044060594478657e-05
ادامه,0.0
میدی,0.0
چون,0.0
همینه,0.0
دروغ,0.0
گو,8.352484755829257e-06
تقاصی,5.657787939190068e-06
میده,0.0
طرف,0.0
حافظشه,5.657787939190068e-06
لبتون,5.657787939190068e-06
اندازه‌ای,0.0
هست,0.0
زیباست,8.352484755829257e-06
قرآن,0.0
ژل,1.044060594478657e-05
تزریق,0.0
اینایی,0.0
میگن,0.0
اهل,0.0
ازدواج,0.0
نیستیم,0.0
میخوایم,0.0
جوونی,0.0
کنیم,0.0
زر,0.0
میزنن,0.0
اتفاقا,0.0
ازدواجی‌ان,5.657787939190068e-06
خواستگار,0.0
ندارن,0.0
اونی,0.0
میخوان,0.0
نمیدن,0.0
گنگستر,2.2631151756760272e-05
شهر,0.0
آمل,2.8288939695950336e-05
تبدیل,0.0
مداحی,8.352484755829257e-06
کردن,0.0
😐,0.0
من،,0.0
دانش‌آموزی؛,5.657787939190068e-06
برگه‌ی,2.0881211889573143e-06
رضایت,2.2969333078530455e-05
والدینش,5.657787939190068e-06
گم,0.0
کرده,0.0
جسد,1.46168483227012e-05
بلاگر,1.2528727133743885e-05
معروف,0.0
خیابان‌های,1.1315575878380136e-05
تهران/,5.657787939190068e-06
مرموز,1.6973363817570205e-05
دختر,0.0
جوان,0.0
لایو,0.0
اینستاگرام,0.0
دیروز,0.0
قاضی,0.0
وحید,8.352484755829257e-06
ناصری,5.657787939190068e-06
بازپرس,1.1315575878380136e-05
جنایی,0.0
تهران,0.0
خبر,0.0
رسید,0.0
دختری,0.0
۲۴ساله,5.657787939190068e-06
طرز,0.0
مشکوکی,5.657787939190068e-06
جانش,5.657787939190068e-06
دست,0.0
داده,0.0
فعال,0.0
فالوئرهای,5.657787939190068e-06
زیادی,0.0
داشت,0.0
حالا,0.0
جسدش,5.657787939190068e-06
پزشکان,0.0
علت,0.0
اولیه,0.0
وی,0.0
اعلام,0.0
سوی,8.352484755829257e-06
دیگر,0.0
مأموران,1.1315575878380136e-05
متوجه,0.0
شدند,0.0
ساعتی,0.0
مرگش,0.0
لایوی,5.657787939190068e-06
خودش,0.0
منتشر,0.0
آن,0.0
عنوان,0.0
قصد,0.0
دارد,0.0
سم,1.46168483227012e-05
پایان,0.0
بدهد,2.0881211889573143e-06
شرایط,0.0
پرونده,5.657787939190067e-05
به‌,1.2528727133743885e-05
آوردن,0.0
اطلاعات,0.0
بیشتر,0.0
فرقه,5.657787939190068e-06
بین,0.0
سعی,0.0
میکنه,0.0
هرجور,0.0
تورو,0.0
خوشحال,0.0
کنه,0.0
،,0.0
خودشو,0.0
جفتشون,0.0
ادعای,0.0
داشتن,0.0
پدرم,0.0
شیش,0.0
هفت,0.0
ماه,0.0
مشکل,0.0
معده,0.0
تشخیص,0.0
میدن,0.0
براش,0.0
داروی,0.0
تجویز,0.0
بودن,0.0
زمانی,0.0
کارایی,0.0
اومد,0.0
روی,0.0
سی,0.0
درصد,0.0
تازه,0.0
شدن,0.0
اصلی,0.0
اونم,0.0
پزشک,0.0
دیگه,0.0
متوجه‌ش,5.657787939190068e-06
وای,0.0
حال,0.0
بازم,0.0
ازین,0.0
پزشکا،,5.657787939190068e-06
دندونپزشکا,1.1315575878380136e-05
دامپزشکای,5.657787939190068e-06
سهمیه,4.1762423779146285e-06
ای,0.0
کشور,0.0
تولید,0.0
کنید،,0.0
بعدا,0.0
نتایج,1.46168483227012e-05
بهتری,0.0
میاد,0.0
ازشون,0.0
بهترین,0.0
راههای,2.0881211889573143e-06
تخلیه,1.2528727133743885e-05
خشم،گوشت,5.657787939190068e-06
خورد,0.0
کردنه,0.0
هرچی,0.0
چاقو,0.0
تیز,1.1315575878380136e-05
تر،موثر,5.657787939190068e-06
اعضای,0.0
عامل,0.0
عوامل,0.0
خشمتو,5.657787939190068e-06
تصور,0.0
میکنی،ساطوریش,5.657787939190068e-06
میکنی,0.0
‏اگه,0.0
هند,0.0
صدم,0.0
بودجه,0.0
برا,0.0
بالیوود,5.657787939190068e-06
نظر,0.0
گرفته,0.0
صرف,0.0
اموزش,6.264363566871942e-06
لهجه,0.0
درست,0.0
انگلیسی,0.0
بکنه,0.0
یوتوب,1.6973363817570205e-05
زیباتری,5.657787939190068e-06
مردم,0.0
سراسر,0.0
جهان,0.0
‏کاش,0.0
زن,0.0
داشتم,0.0
میگفتم,0.0
فتانه,2.0881211889573143e-06
پاشو,0.0
خونه,0.0
مامانم,0.0
اینا,0.0
میگفت,0.0
نصف,0.0
ریدن,0.0
مامانت؟,5.657787939190068e-06
منم,0.0
اره,0.0
بابات,0.0
اونجاس,0.0
میشد,0.0
عن,0.0
خودتی,8.352484755829257e-06
فک,0.0
فامیلای,0.0
گوهتن,5.657787939190068e-06
قهر,0.0
میکرد,0.0
میرفت,0.0
کاناپه,2.0881211889573143e-06
میخوابید,4.1762423779146285e-06
بتونم,0.0
پتو,0.0
مچاله,0.0
لای,0.0
پام,0.0
راحت,0.0
بعدازظهری,5.657787939190068e-06
چرتی,2.0881211889573143e-06
بزنم,0.0
توروخدا,0.0
واسه,0.0
ادا,0.0
تنگا,5.657787939190068e-06
نیارید,0.0
خودمون,0.0
دوختیم,5.657787939190068e-06
فكر,0.0
ميكرديم,2.0881211889573143e-06
بزرگ,0.0
بشيم,0.0
خبريه،,5.657787939190068e-06
شديم,0.0
فهميديم,2.0881211889573143e-06
چي,0.0
همون,0.0
بچگي,5.657787939190068e-06
یادم,0.0
پسر,0.0
بچه,0.0
کبوتر,8.352484755829257e-06
مُرده,0.0
فروختم,1.1315575878380136e-05
رفته,0.0
زمستونی,0.0
نزدیک,0.0
عید,0.0
میشه،,0.0
حلالم,5.657787939190068e-06
مستقیم,0.0
میرم,0.0
بهشت,0.0
پلی,0.0
لیستم,4.1762423779146285e-06
مثلا,0.0
شجریان,0.0
یهو,0.0
اردک,1.1315575878380136e-05
تک,0.0
عمو,0.0
پورنگ,0.0
واقعا,0.0
لیست,0.0
مریضیه,2.0881211889573143e-06
سرعت,0.0
ریش,0.0
درآوردن,0.0
مردای,8.352484755829257e-06
کره,0.0
جنوبی,1.6704969511658514e-05
نت,0.0
بیشتره,0.0
حسام,2.0881211889573143e-06
نواب,5.657787939190068e-06
صفوی,5.657787939190068e-06
عکس,0.0
میذاره,0.0
همیشه,0.0
عمه‌ی,2.0881211889573143e-06
هرمناسبتی,5.657787939190068e-06
می‌شه,0.0
شوهرش,0.0
می‌ذاره،,1.1315575878380136e-05
تبریک,0.0
می‌گه,0.0
بیمارم،,5.657787939190068e-06
پرستار,0.0
روح,0.0
ناتوانم،,5.657787939190068e-06
معلم,0.0
زندگیم,0.0
ابن,0.0
سینای,5.657787939190068e-06
ملی,0.0
صنعت,0.0
نفتم,5.657787939190068e-06
مامان,0.0
دوستم,0.0
فرانسویه‌,5.657787939190068e-06
پیارسال,5.657787939190068e-06
پیشش,2.088121188957314e-05
میکردم‌,5.657787939190068e-06
موقع,0.0
مطلقه,1.1315575878380136e-05
فال,0.0
بلدی؟,4.1762423779146285e-06
الکی,0.0
آره,0.0
همینجوری,0.0
کف,0.0
دستشو,0.0
نگاه,0.0
کردمو,5.657787939190068e-06
قراره,0.0
پولدار,0.0
بشی,0.0
باهاش,0.0
دنیا,0.0
میگردی,6.264363566871942e-06
امروز,0.0
پیغام,0.0
عروسیم‌,5.657787939190068e-06
دعوتی,5.657787939190068e-06
دارم,0.0
آرایشگر,8.352484755829257e-06
جهانگرد,5.657787939190068e-06
میکنم,0.0
تعیین,0.0
وقت,0.0
لطفا,0.0
عجله,0.0
تایما,5.657787939190068e-06
پر,0.0
صمیمی,0.0
هیچ,0.0
کدوم,0.0
دوستای,2.505745426748777e-05
صمیم,2.0881211889573143e-06
دوستانی,8.352484755829257e-06
گربه,0.0
سگ,0.0
میخواستم,0.0
بدونم,0.0
باید,0.0
هزینه,0.0
چیزای,0.0
نیازش,5.657787939190068e-06
تهیه,0.0
روزی‌ش,5.657787939190068e-06
میاره؟,4.1762423779146285e-06
لپ,0.0
تاپم,5.657787939190068e-06
کُند,1.6973363817570205e-05
قاطعیت,4.1762423779146285e-06
تصمیم,0.0
گرفتم,0.0
برم,0.0
بدم,0.0
مدل,0.0
بالاترشو,5.657787939190068e-06
بگیرم,0.0
کارام,1.46168483227012e-05
سریعتر,8.352484755829257e-06
پیش,0.0
بره،,0.0
سریع,0.0
رفتم,0.0
قیمت,0.0
تاپا,5.657787939190068e-06
دیدم,0.0
نره,0.0
چجوری,0.0
انقدر,0.0
کات,0.0
میکنید,0.0
میرید,0.0
سراغ,0.0
رل,0.0
بعدی؟,5.657787939190068e-06
هنوز,0.0
بعد,0.0
6,0.0
چت,0.0
فهمیدم,0.0
تنگ,0.0
اگر,0.0
زنم,0.0
خواهرش,0.0
شوهر,0.0
روزی,0.0
شمال،,0.0
حتما,0.0
شام,0.0
استوری,0.0
می‌گیرم,2.088121188957314e-05
جوار,5.657787939190068e-06
آقای,0.0
سلطانی,1.6973363817570205e-05
خواهر,0.0
هستیم،,1.2528727133743885e-05
حرفی,0.0
بیننده,2.0881211889573143e-06
بزنی؟,1.6973363817570205e-05
خندان,2.0881211889573143e-06
دستش,0.0
بیاره,0.0
بالا,0.0
دوربین,0.0
تکون,0.0
بگه,0.0
ارادتمندیم,5.657787939190068e-06
شلیک,1.044060594478657e-05
مرگبار,2.0881211889573143e-06
جشن,0.0
عروسی,0.0
پسربچه,3.394672763514041e-05
9,0.0
ساله,0.0
/,0.0
رخ,0.0
داد,0.0
نجابت,5.657787939190068e-06
اوج,0.0
رابطه,0.0
پاک,0.0
اختلاف,0.0
خیانت,0.0
نکردی,1.2528727133743885e-05
پاکی,1.1315575878380136e-05
..,0.0
رئیس,0.0
امور,1.6704969511658514e-05
مالیاتی,8.352484755829257e-06
برخی,0.0
مالکان,2.0881211889573143e-06
۱۰۰,0.0
خانه,0.0
خالی,0.0
دارند,0.0
🔹ما,5.657787939190068e-06
تلاش,0.0
می‌کنیم,0.0
مجلس,0.0
تغییراتی,5.657787939190068e-06
درآمدها,5.657787939190068e-06
اعمال,1.6704969511658514e-05
کند,0.0
اثر,0.0
کاهنده,5.657787939190068e-06
تمرکز,0.0
بر,0.0
شناسایی,0.0
فرارهای,5.657787939190068e-06
جبران,0.0
🔹آخرین,5.657787939190068e-06
نسخه,0.0
تعداد,0.0
خانه‌های,5.657787939190068e-06
وزارت,0.0
راه,0.0
شهرسازی,2.0881211889573143e-06
مرداد,0.0
جاری,2.0881211889573143e-06
اختیار,0.0
کلی,0.0
۵۲۰,5.657787939190068e-06
هزار,0.0
رکورد,0.0
معرفی,0.0
🔹برخی,1.1315575878380136e-05
مربوط,0.0
مالکانی,5.657787939190068e-06
بیش,0.0
۲۰,0.0
هیچ‌وقت,6.264363566871942e-06
پارتنرتون,2.8288939695950336e-05
نپرسید,0.0
منو,0.0
داری،,0.0
چیزی,0.0
ممکنه,0.0
دفه,8.352484755829257e-06
عاقلانه,1.1315575878380136e-05
تحلیل,2.2631151756760272e-05
پیدا,0.0
نکنه,0.0
پذیرفته,1.46168483227012e-05
نشدن,0.0
مشکلی,0.0
ندارم،,0.0
نادیده,0.0
تمام,0.0
وجودم,1.46168483227012e-05
بیزارم,2.0881211889573143e-06
سوالی,0.0
سوسک,0.0
اينه,0.0
می‌ارزه,1.1315575878380136e-05
بدبختی,0.0
چاه‌بست,5.657787939190068e-06
بدی,0.0
بيای,5.657787939190068e-06
ساعت,0.0
سرگردون,2.0881211889573143e-06
شی,0.0
دستشویی,0.0
آخرش,0.0
دمپایی,0.0
بمیری,0.0
لحظه,0.0
ترسيدن,5.657787939190068e-06
ببینی؟,2.0881211889573143e-06
‏اینجا,0.0
جوون,0.0
18ساله,5.657787939190068e-06
بچه،,6.264363566871942e-06
پول,0.0
جیبی,3.960451557433048e-05
ميدن,0.0
صورتی,0.0
وقتشه,0.0
مستقل,0.0
بشه,0.0
دربیاره,0.0
علاقه,0.0
درس,0.0
خوندن,0.0
نداشته,0.0
باشه,0.0
زور,0.0
میفرستنش,5.657787939190068e-06
خرجش,4.1762423779146285e-06
طرفداران,0.0
تیم,0.0
فولاد,2.0881211889573143e-06
خوزستان,0.0
منصوریان,4.1762423779146285e-06
هری،,5.657787939190068e-06
هری,2.8288939695950336e-05
‏موضوع,5.657787939190068e-06
نمیخرم,4.1762423779146285e-06
نیست،موضوع,5.657787939190068e-06
قدرت,0.0
خرید,0.0
ندارمه,5.657787939190068e-06
طول,0.0
ميرفتيد,5.657787939190068e-06
آرايشگاه,5.657787939190068e-06
مجبور,0.0
نميشدين,5.657787939190068e-06
بندازيد,5.657787939190068e-06
عيد,0.0
روم,0.0
نمیشه,0.0
بگم؛,4.1762423779146285e-06
اینم,0.0
میگذره,0.0
وقته,0.0
هیچی,0.0
نمیگذره,0.0
‏ژلوفن,5.657787939190068e-06
بسته‌ای,5.657787939190068e-06
۱۷,0.0
تومن,0.0
ایران,0.0
سردرد,0.0
گرونه,6.264363566871942e-06
‏یکی,0.0
بدترین,0.0
وضعیتایی,5.657787939190068e-06
میتونه,0.0
توش‌,5.657787939190068e-06
بگیره,0.0
قلبشو,5.657787939190068e-06
مغزش,6.264363566871942e-06
‏نیاز,5.657787939190068e-06
دوستامو,5.657787939190068e-06
بریزم,0.0
دور,0.0
جدیدی,0.0
ناراحتیامو,5.657787939190068e-06
پیششون,0.0
میگم,0.0
برگردن,0.0
بهم,0.0
بگن,0.0
میدونیم,0.0
نیستی,0.0
همین,0.0
قدری,1.46168483227012e-05
سیاهه،,2.0881211889573143e-06
‏اگر,0.0
سیگاری,0.0
نیستید,0.0
همین‌,2.0881211889573143e-06
طوری,0.0
بمونید,1.044060594478657e-05
سیگار,0.0
کثافته،,5.657787939190068e-06
گهه،,5.657787939190068e-06
افتضاحه،,5.657787939190068e-06
ترک,0.0
کردنش,0.0
سخته,0.0
خودم,0.0
بابت,0.0
ناراحتم,2.7145575456445084e-05
جوری,0.0
دخترم,0.0
میبینه,0.0
‏کاری,2.0881211889573143e-06
عینک‌آفتابی,5.657787939190068e-06
پسرا,0.0
میکنه،,0.0
هزارتا,0.0
میکاپ,2.2631151756760272e-05
فیلتر,0.0
دخترا,0.0
نمیکنه,0.0
‏وقتی,0.0
میبینم,0.0
ترجیح,0.0
ترجیه,5.657787939190068e-06
توجیه,0.0
توجیح,5.657787939190068e-06
مینویسید،,5.657787939190068e-06
مدادمو,1.1315575878380136e-05
برمیدارم,8.352484755829257e-06
هاراکیری,5.657787939190068e-06
‏داداش,1.1315575878380136e-05
کوچیکه,0.0
جدا,0.0
خانواده,0.0
کارکردن,1.1315575878380136e-05
کادو,0.0
تولد,0.0
چی,0.0
می‌خوای؟,1.1315575878380136e-05
برنج,0.0
‏هر,0.0
کی,0.0
وارد,0.0
عاطفی,1.8793090700615825e-05
انگار,0.0
توسعه,2.8288939695950336e-05
فردی,0.0
هی,0.0
مردمو,0.0
حمایت,0.0
تحویل,0.0
بعدیش,5.657787939190068e-06
‏قدیم,0.0
شیشه,0.0
LSD,5.657787939190068e-06
توهم,0.0
زا,5.657787939190068e-06
باهمه,5.657787939190068e-06
دماغ,0.0
میکنن,0.0
فالوورا,5.657787939190068e-06
میره,0.0
گونه,0.0
خطرناکش,5.657787939190068e-06
‏عشق,0.0
اینطوریه,0.0
بری,0.0
بغل,0.0
گریه,0.0
کنی,0.0
‏حواستون,5.657787939190068e-06
اسفند,0.0
خرج,0.0
فروردین,0.0
خورده,0.0
رمضان,3.340993902331703e-05
زمان,0.0
کاسبی,1.044060594478657e-05
خبریه,1.1315575878380136e-05
دید,0.0
کتفش,5.657787939190068e-06
اولشم,1.1315575878380136e-05
هدفم,2.0881211889573143e-06
ورزش,0.0
‏خوش,0.0
اونایی,0.0
حقیقت,0.0
واقعی,0.0
میکنن،,0.0
منصفانه,1.6973363817570205e-05
نبودن,0.0
کنار,0.0
اومدن,0.0
قضیه,0.0
س,0.0
عمرت,1.044060594478657e-05
بفهمی،,5.657787939190068e-06
شکست,0.0
بزرگی,0.0
متحمل,8.352484755829257e-06
میشی,0.0
‏مدتها,5.657787939190068e-06
ماهیانه,0.0
غذایی,0.0
کارشناس,0.0
تغذیه,0.0
میدادم,0.0
مدتی,2.088121188957314e-05
پرداخت,0.0
سخت,0.0
کم,0.0
می‌خوردم,6.264363566871942e-06
نمیتونم,0.0
هیچ،,4.1762423779146285e-06
علی,0.0
دایی،,5.657787939190068e-06
اسطوره,1.6973363817570205e-05
مصاحبه,0.0
تابناک،,5.657787939190068e-06
رییس,0.0
فیفا,0.0
پرسیده,3.132181783435971e-05
دایی,0.0
جعلی,1.1315575878380136e-05
خلیج,0.0
عربی,0.0
جیانی,5.657787939190068e-06
اینفانتینو,5.657787939190068e-06
پاسخ,0.0
شهریار,0.0
بودم,0.0
مسابقات,0.0
این‌گونه,4.1762423779146285e-06
انتخاب,0.0
‏میگیم,5.657787939190068e-06
نداریم,0.0
برو,0.0
داداش,0.0
میکنیم,0.0
