Word,tfidf
بهونه,0.0
ی,0.0
اضاف,6.8543988252386035e-06
بر,0.0
چرا,0.0
سیگار,0.0
میدی,0.0
راننده,0.0
تاکسی,0.0
کشید,0.0
گرفتم,0.0
ترس,0.0
میزنم,0.0
خودم,0.0
شد,0.0
تمدید,0.0
محدودیت,0.00011143242607446087
سفر,0.0
ایرانیان,0.0
آمریکا,0.0
حالی,0.0
بایرن,0.0
مونیخ,6.8543988252386035e-06
حساب,0.0
۶-۰,9.286035506205073e-06
هوفنهایم,9.286035506205073e-06
جلو,0.0
هواداران,0.0
تیم,0.0
حرامزاده,3.4271994126193018e-06
خواندن,0.0
دیتمار,9.286035506205073e-06
هوپ،,9.286035506205073e-06
مالک,6.8543988252386035e-06
باشگاه,0.0
هوفنهایم،,9.286035506205073e-06
شرایط,0.0
را,0.0
جایی,0.0
رساندند,9.286035506205073e-06
بازی,0.0
متوقف,0.0
شود,0.0
!,0.0
سرمربی،,9.286035506205073e-06
بازیکنان,0.0
مدیران,2.0563196475715813e-05
شعارهای,9.286035506205073e-06
هوادارانشان,9.286035506205073e-06
شدت,0.0
عصبانی,0.0
هستند,0.0
روزنامه,0.0
الوطن,9.286035506205073e-06
قطر,0.0
مدعی,1.3708797650477207e-05
شد؛,1.0281598237857907e-05
لیگ,0.0
قهرمانان,0.0
آسیا,0.0
آستانه,0.0
لغو,0.00018506876828144233
کامل,0.0
‏اگه,0.0
پا,0.0
میشی,0.0
تَه,9.286035506205073e-06
گلوت,9.286035506205073e-06
یجوری,0.0
نیس,0.0
",",0.0
نیستی,0.0
کرونا؛,4.643017753102536e-05
کاشان,1.8572071012410146e-05
مرحله,0.0
هشدار,0.0
قرار,0.0
گرفت,0.0
توجه,0.0
افزایش,0.0
موارد,0.0
بروز,1.713599706309651e-05
بیماری,0.0
کووید,7.197118766500534e-05
۱۹،,1.8572071012410146e-05
منطقه,0.0
گرفته,0.0
است,0.0
دکتر,0.0
جان,0.0
بابایی،,9.286035506205073e-06
معاون,4.1126392951431626e-05
درمان,0.0
وزارت,0.0
بهداشت,0.0
نامه‌ای,1.8572071012410146e-05
دانشگاه‌های,2.7858106518615217e-05
علوم,0.0
پزشکی,0.0
خواست،,3.4271994126193018e-06
اطلاع,0.00011309758061643697
بعدی,0.0
غیر,0.0
بیماران,0.0003530015394997881
اورژانسی،,9.286035506205073e-06
مبتلا,0.0
پذیرش,4.1126392951431626e-05
کنند,0.0
‏قیمتای,9.286035506205073e-06
بلیط,0.0
همواپیما,9.286035506205073e-06
دیدم,0.0
ارزون,0.0
تصمیم,0.0
بگیرم,0.0
کل,0.0
آسمون,0.0
یه,0.0
دور,0.0
بزنم,0.0
برگردم,0.0
خونه,0.0
‏دلم,0.0
ميخواد,0.0
خوراكيم,9.286035506205073e-06
بيفته,3.4271994126193018e-06
زمين,1.713599706309651e-05
ورش,1.0281598237857907e-05
فوتش,0.0
كنم,0.0
تميز,0.0
شه,0.0
بخورمش،,9.286035506205073e-06
ينى,3.4271994126193018e-06
كى,0.0
كرونا,0.00039929952676681814
ميره,0.0
اين,0.0
حساى,9.286035506205073e-06
خوبو,9.286035506205073e-06
تجربه,0.0
‏اگر,0.0
خواهید,0.0
خدای,2.7417595300954414e-05
ناکرده,1.8572071012410146e-05
نشوید،,9.286035506205073e-06
۷۰,0.0
ثانیه,0.0
صحبتهای,9.286035506205073e-06
فوق,0.0
العاده,0.0
مفید,0.0
درباره,0.0
نحوه,0.0
مقابله,0.0
گوش,0.0
کنید,0.0
اشتراک,0.0
بگذارید,6.8543988252386035e-06
یک,0.0
راهکار,1.713599706309651e-05
ساده,0.0
همه,0.0
آن,0.0
غافلیم,9.286035506205073e-06
بزاق,1.8572071012410146e-05
دهان,0.0
تحریک,0.0
فراخوان,1.8572071012410146e-05
سازمان,0.0
نظام,0.0
برای,0.0
جذب,0.0
نیرو,1.0281598237857907e-05
مراکز,0.0
درمانی,0.0
مبتلایانِ,9.286035506205073e-06
مقررات,3.714414202482029e-05
جدید,0.0
پمپ,0.0
بنزین‌ها,1.8572071012410146e-05
🔴همه,1.8572071012410146e-05
پروازهای,5.826239001452813e-05
فرودگاه,0.0
گیلان,0.00010967038120381766
پرواز,0.0
های,0.0
امروز,0.0
(,0.0
یکشنبه,0.0
بین,0.0
المللی,1.8572071012410146e-05
سردار,1.8572071012410146e-05
جنگل,0.0
رشت,0.0
‏وارد,3.4271994126193018e-06
داروخونه‌ها,3.4271994126193018e-06
می‌شی,0.0
کاغذ,0.0
زدن,0.0
ماسک،,2.7858106518615217e-05
دستکش،,9.286035506205073e-06
الکل،,1.8572071012410146e-05
کلا,0.0
چیزی,0.0
نمردن,9.286035506205073e-06
ضروریه،,9.286035506205073e-06
نداریم،,0.0
لطفا,0.0
سوال,0.0
نکنید,0.0
اعلام,0.0
زمان,0.0
مجدد,0.0
ثبت,0.0
نام,0.0
کنکور,0.0
سراسری,0.0
‎کرونا,0.00014857656809928117
کم,0.0
مصیبتی,1.8572071012410146e-05
آلودگی,0.0
هوای,0.0
تهران,0.0
بهش,0.0
اضافه,0.0
شد😷,9.286035506205073e-06
رییس,0.0
انستیتو,1.8572071012410146e-05
پاستور,1.8572071012410146e-05
*,0.0
عصر,0.0
‏آنقدر,9.286035506205073e-06
روی,0.0
کتاب‌ها,3.4271994126193018e-06
ریخت,0.0
کلمات,2.3990395888335114e-05
رقص,0.0
درآمدند,9.286035506205073e-06
فشار,0.0
قرنطینه,0.0014839773456641577
اکساتونو,9.286035506205073e-06
برمی‌گردونه,9.286035506205073e-06
سادگی,0.0
میشه,0.0
نشد,0.0
تهش,0.0
باعث,0.0
واتسپ,3.4271994126193018e-06
استوری,0.0
بذاریم,0.0
ببینید,0.0
وزیر,0.0
🔹از,4.1126392951431626e-05
ورزش,0.0
خواسته,0.0
بودیم,0.0
تمام,0.0
بازی‌های,0.0
کند,0.0
🔹در,1.0281598237857907e-05
بدبینانه‌ترین,9.286035506205073e-06
حالت,0.0
خرداد,0.0
درگیر,0.0
هستیم,0.0
زالی,9.286035506205073e-06
فرمانده,4.643017753102536e-05
ستاد,0.0
استان,0.0
استاندار,0.00011143242607446087
خوزستان,0.0
قرائت,3.4271994126193018e-06
اطلاعیه‌ای,4.643017753102536e-05
مهم,0.0
حضور,0.0
رسانه‌ها،,9.286035506205073e-06
خواستار,0.0
درخانه,3.714414202482029e-05
ماندن,1.0281598237857907e-05
مردم,0.0
طی,0.0
دوهفته‌,9.286035506205073e-06
جاری,1.3708797650477207e-05
دو,0.0
هفته‌,9.286035506205073e-06
حیاتی,1.0281598237857907e-05
نامید،,9.286035506205073e-06
‏روز,0.0
ششم,6.8543988252386035e-06
تسلا,3.4271994126193018e-06
اون,0.0
ماشینه,6.8543988252386035e-06
سال,0.0
2008,9.286035506205073e-06
فرستاد,0.0
فضا،,9.286035506205073e-06
نوشت,0.0
Tesla,9.286035506205073e-06
made,9.286035506205073e-06
on,1.8572071012410146e-05
earth,9.286035506205073e-06
by,1.8572071012410146e-05
humans,9.286035506205073e-06
?,1.3708797650477207e-05
کرد,0.0
آدم,0.0
فضایی‌ها,9.286035506205073e-06
انگلیسی,0.0
بلدن,0.0
براشون,0.0
مهمه؟,0.0
تعداد,0.0
مبتلایان,0.0001542239735678686
۹۸۷,9.286035506205073e-06
نفر,0.0
یافت,2.7417595300954414e-05
×,0.00026929502967994716
خبرنگاران,0.0
جوان,0.0
عملیات,0.0
سرکوب,3.4271994126193018e-06
توسط,0.0
یگان,1.8572071012410146e-05
ویژه,0.0
ضد,0.0
عفونی,0.0002042927811365116
کردن,0.0
خیابان,0.0
شهر,0.0
خودروهای,0.0
آمار,0.0
تفکیک,2.7417595300954414e-05
استانی,0.0
بوشهر,0.0
زنجان,0.0
تاکنون,6.168958942714743e-05
مورد,0.0
مثبتی,1.8572071012410146e-05
مشاهده,0.0
نشده,0.0
ارمنستان,0.0
۳۲,3.4271994126193018e-06
ایرانی,0.0
‏به,0.0
بابام,0.0
کوید-۱۹,9.286035506205073e-06
گرفتم،,0.0
بیشتر,0.0
تلاش,0.0
کن,0.0
۲۰,0.0
بگیری,0.0
دانشگاه,0.0
گلستان,4.798079177667023e-05
دقایقی,0.0
پیش,0.0
خبری,0.0
خودتان,3.4271994126193018e-06
بنزین,0.0
نزنید،,9.286035506205073e-06
پول,0.0
زور,0.0
ندهید,6.8543988252386035e-06
بدلیل,2.7417595300954414e-05
شیوع,0.00027417595300954415
روند,5.826239001452813e-05
سوختگیری,9.286035506205073e-06
اپراتورها,9.286035506205073e-06
انجام,0.0
محله,0.0
خودجوش,3.4271994126193018e-06
اومدن,0.0
عابربانک,1.713599706309651e-05
محل,0.0
میکنن,0.0
همدلی,3.4271994126193018e-06
همیاری👌⁦♥️⁩,9.286035506205073e-06
۲۴ام,9.286035506205073e-06
تشویق,0.0
هادی,0.0
نوروزی,0.0
یادمون,0.0
نره,0.0
حالا,0.0
اشتباه,0.0
سُرُم,3.4271994126193018e-06
میزدیم،سُرُم,9.286035506205073e-06
تینجوری,9.286035506205073e-06
سَر,9.286035506205073e-06
بِکِشی،پرستاره,9.286035506205073e-06
ریخت😂😂,6.8543988252386035e-06
بهبودیافته,9.286035506205073e-06
هفته,0.0
همچنان,0.0
ناقل,7.428828404964058e-05
تمهیدات,2.7858106518615217e-05
بانک,0.0
مرکزی,6.168958942714743e-05
کاهش,0.0
مراجعات,1.8572071012410146e-05
حضوری,3.0844794713573715e-05
مردم/,9.286035506205073e-06
سقف,0.0
انتقال,0.0
خاص,0.0
بهداشتی,0.0
کشور,0.0
شعب,9.286035506205073e-06
دستگاه‌های,2.7858106518615217e-05
خودپرداز,0.0
صورت,0.0
موقت,2.3990395888335114e-05
مجاز,0.0
وجه,0.0
کارت,0.0
شتابی,9.286035506205073e-06
درون,0.0
بانکی,0.0
طریق,4.798079177667023e-05
درگاه‌های,9.286035506205073e-06
اینترنتی,0.0
خودپردازها,1.8572071012410146e-05
مبلغ,0.0
سی,0.0
میلیون,0.0
ریال,2.3990395888335114e-05
شبانه‌,9.286035506205073e-06
روز,0.0
مبدا,1.0281598237857907e-05
پنجاه,0.0
می‌یابد,6.8543988252386035e-06
امکان,0.0
تاریخ,0.0
انقضاء,3.714414202482029e-05
کارت‌های,0.0
بدون,0.0
نیاز,0.0
مراجعه,4.1126392951431626e-05
مشتری,0.0
مدت,0.0
سه,0.0
ماه,0.0
بلامانع,4.643017753102536e-05
نقدی,3.714414202482029e-05
پنج,0.0
علایم,5.5716213037230435e-05
اولین,0.0
قربانی,0.0
کرمانشاه,0.00012071846158066595
رفتم,0.0
داروخونه,0.0
نه,0.0
ماسک,0.00028445755124740206
محلول,5.5716213037230435e-05
عفونی،,9.286035506205073e-06
تنها,0.0
فکری,0.0
ذهنم,0.0
میرسه,0.0
اینه,0.0
برم,0.0
دور‌,9.286035506205073e-06
سیم‌خاردار,9.286035506205073e-06
بکشم,0.0
ویروسا,4.1126392951431626e-05
نیان,6.8543988252386035e-06
اگه,0.0
همینطور,0.0
مامانم,0.0
ادامه,0.0
پیدا,0.0
کنه،,0.0
جای,0.0
درصد,0.0
آبی,0.0
بدنم,3.769919353881232e-05
هست,0.0
درجه,0.0
گیرایی,9.286035506205073e-06
بالا,0.0
تازه‌ترین,1.8572071012410146e-05
رسمی,0.0
تلفات,0.0
جهان,0.0
توصیه,0.0
تلفظ,0.0
اسامی,0.0
سر,0.0
شقایق,9.286035506205073e-06
تسمه,0.0
تایم,0.0
پاره,0.0
کرد😂😂,9.286035506205073e-06
بسته,0.0
شدن,0.0
سفارت,0.0
اتریش,1.8572071012410146e-05
مراجعین,1.0281598237857907e-05
نظر,0.0
من,0.0
لیس,0.0
ضریح,1.8572071012410146e-05
الان,0.0
بریم,0.0
سنگ,0.0
قبر,0.0
زکریای,9.286035506205073e-06
رازی,1.713599706309651e-05
بزنیم,0.0
احتمال,0.0
بودن,0.0
بهبودیافتگان,3.714414202482029e-05
حداقل,0.0
۱۰,0.0
چه,0.0
زمانی,0.0
دارد؟,6.8543988252386035e-06
تکثیر,6.8543988252386035e-06
‏امروز,0.0
واسه,0.0
دهمین,2.7858106518615217e-05
بار,0.0
دستمو,0.0
مایع,3.427199412619302e-05
الکلی,0.0
شستم,1.713599706309651e-05
یکی,0.0
ویروسای,2.7858106518615217e-05
پیک,0.0
آخره،,9.286035506205073e-06
جمع,0.0
آخر,0.0
نباشه,0.0
‏علاقه,9.286035506205073e-06
ایرانیا,0.0
شکم,0.0
بخور,0.0
اونجا,0.0
فهمید,0.0
٩٩,1.8572071012410146e-05
ماها,0.0
پزشک,0.0
روبه,6.8543988252386035e-06
میشیم,0.0
میپرسیم,9.286035506205073e-06
چی,0.0
بخووووریم,9.286035506205073e-06
نشیم,1.3708797650477207e-05
هیچکی,0.0
نمیپرسه,3.4271994126193018e-06
نخوریم,0.0
‏یه,0.0
مریضی,0.0
میگه,0.0
پوست,0.0
تخمه,0.0
هارو,0.0
بریز,0.0
زمین,0.0
جاروبرقی,2.0563196475715813e-05
بکش,0.0
صداش,0.0
لذت,0.0
ببر,0.0
دارم😁,9.286035506205073e-06
⭕️,4.798079177667023e-05
کرونایی,0.0003435833137295877
هرمزگان,3.769919353881232e-05
وقتی,0.0
سرفه,0.0001542239735678686
میکنه😂,6.8543988252386035e-06
موزه,1.3708797650477207e-05
«,0.0
لوور,1.8572071012410146e-05
»,0.0
تعطیل,0.0
‏احتمالا,4.643017753102536e-05
امشب,0.0
جمعی,0.0
ریش,0.0
سفیدان,9.286035506205073e-06
قبیله,1.8572071012410146e-05
قریش,9.286035506205073e-06
گل,0.0
شیرینی,0.0
برن,0.0
اینا,0.0
جهت,0.0
دلجویی,0.0
تشکر😂,9.286035506205073e-06
فرد,0.0
مشکوک,5.140799118928953e-05
مبادی,8.357431955584565e-05
ورودی,0.0
ایلام,0.00014857656809928117
۱۴,0.0
حفظ,0.0
سلامت,0.0
شهروندان,0.0
مسافر,0.0
باشد,0.0
مشخص,0.0
نتیجه,0.0
آزمایش‌ها,1.8572071012410146e-05
می‌شود,0.0
📣,9.286035506205073e-06
بازداشت,1.713599706309651e-05
فردى,9.286035506205073e-06
كه,0.0
اقدام,0.0
متعارفی,9.286035506205073e-06
حرم,6.168958942714743e-05
على,3.4271994126193018e-06
ابن,0.0
موسى,9.286035506205073e-06
الرضا,9.286035506205073e-06
ع,1.3708797650477207e-05
داده,0.0
کمیاب,1.8572071012410146e-05
بودنش,1.3708797650477207e-05
کالای,6.8543988252386035e-06
لاکچریه,9.286035506205073e-06
کنار,0.0
دست،,3.4271994126193018e-06
عکسا,0.0
جا,0.0
بدیم,0.0
چينيا,1.8572071012410146e-05
گهى,9.286035506205073e-06
خواستن,0.0
بخورن,0.0
قبلش,0.0
بايد,0.0
شوراى,3.4271994126193018e-06
امنيت,9.286035506205073e-06
مطرح,6.8543988252386035e-06
كنن,0.0
راضى,9.286035506205073e-06
ميتونن,0.0
كوفت,3.4271994126193018e-06
ريدن,6.8543988252386035e-06
زندگى,0.0
٨,0.0
ميليارد,3.4271994126193018e-06
ادم,0.0
يه,0.0
لقمه,0.0
نون,0.0
خفاش,0.000250722958667537
پیست‌های,9.286035506205073e-06
اسکی,0.0
اينها,9.286035506205073e-06
گفتند,0.0
تست,0.0
كرونای,9.286035506205073e-06
خانم,0.0
هاشون,0.0
مثبت,0.0
دولت,0.0
پی,0.0
واشنگتن,3.714414202482029e-05
وضع,0.0
اضطراری,7.428828404964058e-05
اعلام‌,9.286035506205073e-06
ان,0.0
۷۱,1.0281598237857907e-05
شده‌اند,3.769919353881232e-05
پست,0.0
انفجاری,6.8543988252386035e-06
وجود,0.0
دارد؛,9.286035506205073e-06
ترامپ,0.0
پنهان,0.0
کاری,0.0
می‌کند,0.0
فهمیده,0.0
منتظریم,0.0
تابستون,0.0
بیاد,0.0
بره,0.0
خیلی,0.0
ذوق,0.0
زده,0.0
گرما,0.0
دوس,0.0
دارین,0.0
کولرو,9.286035506205073e-06
بفروشیم,1.0281598237857907e-05
آرایشگاه‌های,9.286035506205073e-06
تبریز,1.3708797650477207e-05
بهترین,0.0
روش,0.0
سلام,0.0
احوالپرسی,1.713599706309651e-05
تماس,0.0
گرفتن,0.0
مقابل😂😂,9.286035506205073e-06
خبر,0.0
خوش,0.0
‏وسط,0.0
خیابون,0.0
عطسه,0.0
میکنی؟,0.0
یهو,0.0
بیا,0.0
حمله,0.0
گازمون,1.8572071012410146e-05
بگیر,0.0
ایجاد,0.0
طواف,3.4271994126193018e-06
متوفیان,9.286035506205073e-06
مطهر,1.0281598237857907e-05
رضوی,5.483519060190883e-05
‏قابل,6.8543988252386035e-06
اونایی,0.0
معلما,0.0
میرن,0.0
کار,0.0
حقوق,0.0
مفت,0.0
میگیرن,0.0
نمکی,1.8572071012410146e-05
نخستین,0.0
۳۰۰,3.4271994126193018e-06
هزار,0.0
اکیپ,3.4271994126193018e-06
مجهز,1.8572071012410146e-05
سراسر,0.0
پس,0.0
فردا,0.0
تک,0.0
خانه,0.0
ها,0.0
ریشه,0.0
۹۸,0.0
تموم,0.0
طول,0.0
میکشید,0.0
هیچ,0.0
کدوممون,6.8543988252386035e-06
زنده,0.0
نمیموندیم,9.286035506205073e-06
لحظه,0.0
جاودانه,6.8543988252386035e-06
سیامند,3.714414202482029e-05
رحمان,2.7417595300954414e-05
وزنه,1.8572071012410146e-05
برداری,0.0
امسال,0.0
بیوم,9.286035506205073e-06
‌اضافه,9.286035506205073e-06
می‌کنم,0.0
نجات,0.0
یافتگان,8.357431955584565e-05
مهدی,0.0
طارمی,0.0
رضایی,3.4271994126193018e-06
اینستا,0.0
تگ,1.0281598237857907e-05
میکنه,0.0
خبرش,6.8543988252386035e-06
ملت,0.0
تسلیت,0.0
۲,0.0
قهرمانی,0.0
مسابقات,0.0
پارالمپیک،,9.286035506205073e-06
۵,0.0
۳,0.0
پاراآسیایی,9.286035506205073e-06
کارنامه,3.4271994126193018e-06
ورزشی,0.0
داشت,0.0
همچنین,2.3990395888335114e-05
رکورد,0.0
۳۱۰,2.7858106518615217e-05
کیلوگرم,0.0
دار,0.0
پاراوزنه,9.286035506205073e-06
اکنون,0.0
مقابل,0.0
بیمارستان,0.0
اشنویه,9.286035506205073e-06
درگذشت,0.0
‏سیامند,9.286035506205073e-06
فوت,0.0
دردناک,6.8543988252386035e-06
تشییع,1.3708797650477207e-05
جنازش,9.286035506205073e-06
میلیونی,3.0844794713573715e-05
باشه,0.0
افتاده,0.0
متاسفانه,0.0
نمیشه,0.0
جنازه,0.0
باشکوهی,3.4271994126193018e-06
براش,0.0
برگزار,0.0
‏95,9.286035506205073e-06
کاش,0.0
96,1.3708797650477207e-05
شروع,0.0
قول,0.0
بده,0.0
خوبی,0.0
97,0.0
بد,0.0
بیخوده,3.4271994126193018e-06
98,0.0
همیشه,0.0
افتضاح‌تر,9.286035506205073e-06
دریغ,0.0
پارسال,0.0
ابتلا,0.0001507967741552493
جمهوری,0.0
چک,0.0
هرگونه,2.3990395888335114e-05
تردد,0.00010281598237857906
رفت,0.0
آمد,0.0
زائران,2.7858106518615217e-05
مرز,0.0
مهران,0.0
ممنوع,0.0
کنترل,0.0
ملاحظه‌ای,9.286035506205073e-06
مسافرینی,9.286035506205073e-06
دارای,3.769919353881232e-05
علائم,0.0
براساس,0.0
پروتکل,1.8572071012410146e-05
ترسیم‌شده,9.286035506205073e-06
زمینه,0.0
عمل,0.0
14,0.0
🔻تست,9.286035506205073e-06
بدهید,0.0
نکشه,2.0563196475715813e-05
،,0.0
تکونی,0.0
حتما,0.0
میکشه,0.0
میترسیم,1.8572071012410146e-05
بیرون,0.0
بمونیم,2.3990395888335114e-05
نماز,0.0
جمعه,0.0
تقریبا,0.0
چیو,0.0
فلج,3.4271994126193018e-06
کرده,0.0
هیچ‌کس,3.4271994126193018e-06
نمیکنه,0.0
ولی,0.0
هنوز,0.0
حریف,0.0
قدر,0.0
توعه,6.8543988252386035e-06
لجن,6.8543988252386035e-06
بدم,0.0
میاد,0.0
خاک,0.0
سرت,0.0
داداشم،,9.286035506205073e-06
دوم,0.0
مراسم,0.0
تدفین,9.286035506205073e-06
دوشنبه,0.0
زادگاهش,9.286035506205073e-06
شستشو,1.0281598237857907e-05
دادیم,0.0
ظهر,0.0
مامور,0.0
برق,0.0
اومده,0.0
شماره,0.0
کنتور,2.7858106518615217e-05
برداره،,9.286035506205073e-06
موقع,0.0
رفتن,0.0
زنگ,0.0
اکسش,1.8572071012410146e-05
معذرت,0.0
خواهی,0.0
می‌کرد,0.0
سیستم,0.0
ایمنی,6.168958942714743e-05
بیمار,0.0
مبتلابه,1.8572071012410146e-05
سمنان,5.826239001452813e-05
بهبود,0.0
یافتند,4.643017753102536e-05
رعایت,0.0
کنید؛,0.0
خب؟,0.0
میخاستم,1.8572071012410146e-05
بگم,0.0
مسن‌ترین,1.8572071012410146e-05
مراقبت,0.00010624318179119835
مرخص,2.3990395888335114e-05
‏طرف,0.0
دیروز,0.0
میگفت,0.0
خدایا,0.0
کوچمون,3.4271994126193018e-06
وقته,0.0
پارچه,9.286035506205073e-06
سیاه,0.0
حجله,9.286035506205073e-06
نخورده،خواستم,9.286035506205073e-06
داوطلبم,9.286035506205073e-06
روزه,0.0
نمیاد,0.0
کسی,0.0
ام,0.0
میزنه,0.0
آیفون,0.0
میداره,0.0
صدای,0.0
میاره,0.0
سوالای,1.0281598237857907e-05
مایه‌های,6.8543988252386035e-06
نیست،,0.0
آمپول,0.0
بنویسم,0.0
یا,0.0
شربت؟,9.286035506205073e-06
بارش,0.0
برف,0.0
‏نذر,9.286035506205073e-06
کردم,0.0
نتونه,0.0
درم,6.8543988252386035e-06
بیاره,0.0
داستانا,1.8572071012410146e-05
هرشب,0.0
ده,0.0
باکتری,1.3708797650477207e-05
غذا,0.0
‏همین,0.0
منو,0.0
چالش,0.0
خنده,0.0
دعوت,0.0
یعنی,0.0
راه,0.0
درست,0.0
رفتم،,0.0
لوس,0.0
بازیا,0.0
‏چند,0.0
پشت,0.0
دستامو,0.0
اومد,0.0
بابا,0.0
رفتیم,0.0
عطر,0.0
مشهدی,0.0
ایم,0.0
گله,0.0
سفرهای,4.643017753102536e-05
‏كرونا,3.714414202482029e-05
همچون,0.0
پتروس,9.286035506205073e-06
فداكار,9.286035506205073e-06
انگشتشش,9.286035506205073e-06
كرد,0.0
روزنه,9.286035506205073e-06
اميد,2.7858106518615217e-05
قزوین,6.511678883976675e-05
قربانیان,0.00012071846158066595
رسید,0.0
‏خداوکیلی,9.286035506205073e-06
اینایی,0.0
میگفتن,0.0
بمیریم,2.3990395888335114e-05
آرزویی,1.8572071012410146e-05
نداریم,0.0
هیچی,0.0
دنیا,0.0
نمیخواییم,9.286035506205073e-06
فاز,0.0
پوچی,3.4271994126193018e-06
حرفا،,9.286035506205073e-06
چند,0.0
سرویس,0.0
گفتن,0.0
نکنه,0.0
‏جوری,0.0
بعضیا,0.0
آزمایش,0.0
خودشون,0.0
میکنند,0.0
احساس,0.0
نیم,0.0
نفستو,1.8572071012410146e-05
نگه,0.0
ت,0.0
نیومد,0.0
نیست,0.0
خب,0.0
پیشنهادیه,9.286035506205073e-06
تعارف,0.0
داری,0.0
بالش,0.0
خفم,9.286035506205073e-06
شرط,0.0
آینده,0.0
‏تویی,9.286035506205073e-06
گرون,0.0
کردی,0.0
فردای,0.0
روزی,0.0
مریض,0.0
شدی,0.0
داروت,9.286035506205073e-06
گیر,0.0
مجبور,0.0
چندین,0.0
برابر,0.0
قیمت,0.0
تهیه,0.0
کنی,0.0
شاکی,0.0
نشو,0.0
بهرحال,3.4271994126193018e-06
گرده,0.0
رئیس,0.0
اداره,0.0
مرکز,0.0
مدیریت,4.798079177667023e-05
بیماری‌های,6.8543988252386035e-06
واگیر,6.8543988252386035e-06
‏وقتی,0.0
میرم,0.0
دارم،,0.0
دیدن,0.0
قرنطینه‌م,9.286035506205073e-06
الکلاسیکو,6.8543988252386035e-06
تماشاگر,1.713599706309651e-05
اونم,0.0
کروناست,5.5716213037230435e-05
امیدوارم,0.0
آخرین,0.0
الکلاسیکوی,9.286035506205073e-06
عمرش,0.0
تعدادی,0.0
کارکنان,1.3708797650477207e-05
بریتانیا,1.713599706309651e-05
به‌خاطر,0.0
خارج,0.0
می‌شوند,0.0
اسکاتلند,0.0
داد,0.0
‏خود,3.4271994126193018e-06
